"","numid|f","X|f","Word|s","Unnamed|f","FREQcount|f","Cdcount|f","FREQlow|f","Cdlow|f","SUBLTLWF|f","Lg10WF|f","SUBTLCD|f","Lg10CD|f","Dom_PoS_SUBTLEX|f","Freq_dom_PoS_SUBTLEX|f","Percentage_dom_PoS|f","Zipfvalue|f","cmu_sylls|f","BF_TP|f","LEN_L|f","N|f","Zipfvalue_incl|f","Zipfvalue_cat|s"
"582",1272,1271,"bass",5031,385,224,306,188,7.549019608,2.586587305,2.67048164,2.352182518,"Noun",219,0.571801567,3.878421447,1,28.33,4,12,1,"high"
"583",15587,15586,"seed",57600,386,278,371,272,7.568627451,2.587710965,3.314258464,2.445604203,"Noun",360,0.935064935,3.879545107,1,33.67,4,18,1,"high"
"584",16952,16951,"stove",62745,387,282,377,275,7.588235294,2.588831726,3.361945637,2.451786436,"Noun",384,0.992248062,3.880665868,1,35.5,5,6,1,"high"
"585",16612,16611,"spoon",61595,388,270,342,256,7.607843137,2.589949601,3.21888412,2.432969291,"Noun",360,0.925449871,3.881783743,1,31.75,5,4,1,"high"
"586",17084,17083,"sub",63217,390,144,350,123,7.647058824,2.592176757,1.716738197,2.161368002,"Noun",317,0.814910026,3.8840109,1,6,3,12,1,"high"
"587",15746,15745,"shaft",58192,393,204,253,178,7.705882353,2.595496222,2.43204578,2.311753861,"Noun",368,0.936386768,3.887330364,1,28.75,5,2,1,"high"
"588",4304,4303,"cue",15637,397,293,315,248,7.784313725,2.599883072,3.49308536,2.46834733,"Noun",357,0.896984925,3.891717214,1,5.5,3,9,1,"high"
"589",14154,14153,"rack",51919,397,320,362,303,7.784313725,2.599883072,3.814973772,2.506505032,"Noun",330,0.833333333,3.891717214,1,32,4,15,1,"high"
"590",16375,16374,"soil",60638,397,291,383,282,7.784313725,2.599883072,3.469241774,2.465382851,"Noun",357,0.899244332,3.891717214,1,17.67,4,6,1,"high"
"591",7712,7711,"groom",28506,399,250,381,244,7.823529412,2.602059991,2.980448259,2.399673721,"Noun",327,0.82160804,3.893894133,1,38.5,5,2,1,"high"
"592",10291,10290,"lounge",38009,401,273,327,232,7.862745098,2.604226053,3.254649499,2.437750563,"Noun",388,0.967581047,3.896060195,1,42.6,6,0,1,"high"
"593",16112,16111,"skill",59511,404,327,399,325,7.921568627,2.607455023,3.898426323,2.515873844,"Noun",404,1,3.899289165,1,22.75,5,4,1,"high"
"594",13311,13310,"pod",48830,408,128,285,117,8,2.611723308,1.525989509,2.11058971,"Noun",405,0.995085995,3.90355745,1,7,3,13,1,"high"
"595",2090,2089,"breeze",7810,410,324,374,304,8.039215686,2.613841822,3.862660944,2.511883361,"Noun",404,0.985365854,3.905675964,1,36,6,2,1,"high"
"596",14288,14287,"rash",52296,410,291,401,289,8.039215686,2.613841822,3.469241774,2.465382851,"Noun",288,0.700729927,3.905675964,1,29,4,11,1,"high"
"597",16984,16983,"stream",62872,410,294,357,270,8.039215686,2.613841822,3.505007153,2.469822016,"Noun",382,0.93627451,3.905675964,1,46.4,6,2,1,"high"
"598",18192,18191,"tray",67522,410,281,353,268,8.039215686,2.613841822,3.350023844,2.450249108,"Noun",410,0.99756691,3.905675964,1,17.33,4,7,1,"high"
"599",8534,8533,"hose",31171,411,295,386,280,8.058823529,2.614897216,3.516928946,2.471291711,"Noun",380,0.924574209,3.906731358,1,22,4,11,1,"high"
"600",11241,11240,"mole",41315,411,162,316,148,8.058823529,2.614897216,1.931330472,2.212187604,"Noun",396,0.968215159,3.906731358,1,29.67,4,14,1,"high"
"601",16104,16103,"ski",59493,413,222,348,198,8.098039216,2.617000341,2.646638054,2.348304863,"Noun",266,0.647201946,3.908834483,1,1.5,3,1,1,"high"
"602",12401,12400,"pad",45840,415,327,390,312,8.137254902,2.619093331,3.898426323,2.515873844,"Noun",368,0.886746988,3.910927473,1,10,3,19,1,"high"
"603",15823,15822,"shield",58475,418,256,371,231,8.196078431,2.622214023,3.051979018,2.409933123,"Noun",335,0.799522673,3.914048165,1,42.2,6,0,1,"high"
"604",19505,19504,"yacht",73794,419,197,388,176,8.215686275,2.62324929,2.348593228,2.29666519,"Noun",418,1,3.915083433,1,12,5,0,1,"high"
"605",10355,10354,"lung",38247,420,239,305,210,8.235294118,2.624282096,2.849308536,2.380211242,"Noun",368,0.882494005,3.916116238,1,22,4,7,1,"high"
"606",4761,4760,"depth",17432,421,261,382,245,8.254901961,2.625312451,3.111587983,2.418301291,"Noun",422,1,3.917146593,1,20.5,5,1,1,"high"
"607",7078,7077,"fur",26341,422,285,393,271,8.274509804,2.626340367,3.397711016,2.456366033,"Noun",416,0.985781991,3.91817451,1,3,3,7,1,"high"
"608",9219,9218,"jar",34643,424,297,413,289,8.31372549,2.62838893,3.540772532,2.474216264,"Noun",421,0.992924528,3.920223072,1,8,3,14,1,"high"
"609",13173,13172,"plague",48436,424,254,383,234,8.31372549,2.62838893,3.028135432,2.40654018,"Noun",391,0.92,3.920223072,1,30.8,6,1,1,"high"
"610",2590,2589,"cane",9289,425,162,245,149,8.333333333,2.629409599,1.931330472,2.212187604,"Noun",413,0.971764706,3.921243741,1,34.33,4,19,1,"high"
"611",19286,19285,"wig",72962,426,246,412,241,8.352941176,2.630427875,2.932761087,2.392696953,"Noun",413,0.969483568,3.922262017,1,5.5,3,11,1,"high"
"612",8984,8983,"inn",33400,428,177,419,176,8.392156863,2.632457292,2.110157368,2.250420002,"Noun",420,0.992907801,3.924291434,1,1.5,3,2,1,"high"
"613",17808,17807,"thrill",66123,429,351,400,336,8.411764706,2.633468456,4.184549356,2.546542663,"Noun",338,0.791569087,3.925302598,1,41.6,6,2,1,"high"
"614",5413,5412,"drum",20080,432,270,370,241,8.470588235,2.636487896,3.21888412,2.432969291,"Noun",381,0.888111888,3.928322038,1,7.67,4,2,1,"high"
"615",15352,15351,"scar",56806,432,307,385,301,8.470588235,2.636487896,3.659990463,2.488550717,"Noun",343,0.795823666,3.928322038,1,10,4,5,1,"high"
"616",14258,14257,"rank",52210,433,325,416,314,8.490196078,2.63748973,3.874582737,2.5132176,"Noun",376,0.868360277,3.929323872,1,32.33,4,13,1,"high"
"617",14921,14920,"robe",55369,433,278,407,272,8.490196078,2.63748973,3.314258464,2.445604203,"Noun",433,1,3.929323872,1,15,4,8,1,"high"
"618",16192,16191,"slice",59818,435,357,396,333,8.529411765,2.639486489,4.256080114,2.553883027,"Noun",273,0.627586207,3.931320631,1,33.75,5,4,1,"high"
"619",14196,14195,"raid",52043,436,280,410,262,8.549019608,2.640481437,3.338102051,2.44870632,"Noun",353,0.80778032,3.932315579,1,25,4,7,1,"high"
"620",17483,17482,"tan",64909,439,280,318,255,8.607843137,2.643452676,3.338102051,2.44870632,"Noun",251,0.573059361,3.935286819,1,8,3,17,1,"high"
"621",5320,5319,"drain",19812,440,337,420,327,8.62745098,2.644438589,4.017644254,2.5289167,"Noun",290,0.657596372,3.936272732,1,41.5,5,4,1,"high"
"622",11353,11352,"morgue",41679,440,269,420,258,8.62745098,2.644438589,3.206962327,2.431363764,"Noun",440,1,3.936272732,1,38.4,6,0,1,"high"
"623",14838,14837,"rig",55106,440,268,384,251,8.62745098,2.644438589,3.195040534,2.42975228,"Noun",257,0.585421412,3.936272732,1,6.5,3,13,1,"high"
"624",6245,6244,"fame",23461,441,325,349,267,8.647058824,2.645422269,3.874582737,2.5132176,"Noun",440,0.997732426,3.937256411,1,19.67,4,13,1,"high"
"625",17816,17815,"throne",66149,441,232,428,229,8.647058824,2.645422269,2.765855985,2.367355921,"Noun",444,1,3.937256411,1,38.6,6,1,1,"high"
"626",17894,17893,"tin",66443,441,269,270,220,8.647058824,2.645422269,3.206962327,2.431363764,"Noun",410,0.942528736,3.937256411,1,8,3,17,1,"high"
"627",4629,4628,"deer",16771,444,245,383,215,8.705882353,2.648360011,2.920839294,2.390935107,"Noun",437,0.986455982,3.940194153,1,27.33,4,10,1,"high"
"628",6729,6728,"flu",25009,444,255,423,248,8.705882353,2.648360011,3.040057225,2.408239965,"Noun",442,0.997742664,3.940194153,1,1.5,3,1,1,"high"
"629",15938,15937,"shrimp",58860,444,246,384,215,8.705882353,2.648360011,2.932761087,2.392696953,"Noun",444,1,3.940194153,1,38.4,6,0,1,"high"
"630",1344,1343,"beam",5212,445,232,398,204,8.725490196,2.649334859,2.765855985,2.367355921,"Noun",308,0.692134831,3.941169001,1,34,4,8,1,"high"
"631",3987,3986,"cough",14565,448,334,387,295,8.784313725,2.652246341,3.981878875,2.525044807,"Noun",258,0.574610245,3.944080483,1,34.75,5,5,1,"high"
"632",6870,6869,"fork",25507,450,316,390,285,8.823529412,2.654176542,3.7672866,2.501059262,"Noun",449,1,3.946010684,1,24.67,4,8,1,"high"
"633",4146,4145,"creek",15099,454,241,192,136,8.901960784,2.658011397,2.873152122,2.383815366,"Noun",448,0.991150442,3.949845539,1,35,5,5,1,"high"
"634",16356,16355,"sock",60575,458,302,383,276,8.980392157,2.661812686,3.600381497,2.481442629,"Noun",336,0.733624454,3.953646828,1,27.33,4,12,1,"high"
"635",17308,17307,"swamp",64222,458,204,363,159,8.980392157,2.661812686,2.43204578,2.311753861,"Noun",417,0.914473684,3.953646828,1,21.75,5,2,1,"high"
"636",2751,2750,"cart",9805,461,325,449,321,9.039215686,2.664641976,3.874582737,2.5132176,"Noun",427,0.934354486,3.956476118,1,34,4,14,1,"high"
"637",6613,6612,"flame",24610,461,323,413,301,9.039215686,2.664641976,3.850739151,2.51054501,"Noun",440,0.956521739,3.956476118,1,36.25,5,4,1,"high"
"638",19131,19130,"wax",72229,461,277,394,266,9.039215686,2.664641976,3.302336671,2.444044796,"Noun",299,0.648590022,3.956476118,1,5.5,3,9,1,"high"
"639",12988,12987,"phrase",47858,464,360,460,357,9.098039216,2.667452953,4.291845494,2.557507202,"Noun",429,0.926565875,3.959287095,1,33,6,0,1,"high"
"640",16279,16278,"snack",60218,466,348,427,326,9.137254902,2.669316881,4.148783977,2.542825427,"Noun",442,0.946466809,3.961151023,1,27,5,5,1,"high"
"641",8344,8343,"hint",30543,469,400,456,396,9.196078431,2.672097858,4.768717215,2.603144373,"Noun",451,0.963675214,3.963932,1,30.33,4,8,1,"high"
"642",17067,17066,"stunt",63146,469,291,447,289,9.196078431,2.672097858,3.469241774,2.465382851,"Noun",397,0.850107066,3.963932,1,39.25,5,2,1,"high"
"643",19152,19151,"web",72326,470,288,324,195,9.215686275,2.673020907,3.433476395,2.460897843,"Noun",470,1,3.964855049,1,3,3,4,1,"high"
"644",4627,4626,"deed",16749,475,273,444,267,9.31372549,2.677606953,3.254649499,2.437750563,"Noun",448,1,3.969441095,1,32.67,4,13,1,"high"
"645",8201,8200,"height",30029,476,396,446,377,9.333333333,2.678518379,4.721030043,2.598790507,"Noun",472,1,3.970352521,1,24.6,6,1,1,"high"
"646",15341,15340,"scan",56771,480,306,423,277,9.411764706,2.682145076,3.64806867,2.487138375,"Noun",282,0.5875,3.973979219,1,8.67,4,4,1,"high"
"647",6765,6764,"fog",25141,482,215,459,210,9.450980392,2.683947131,2.563185503,2.334453751,"Noun",477,0.991683992,3.975781273,1,6.5,3,14,1,"high"
"648",2926,2925,"cent",10318,483,360,461,344,9.470588235,2.684845362,4.291845494,2.557507202,"Noun",480,1,3.976679504,1,18,4,11,1,"high"
"649",3039,3038,"chart",10735,483,339,464,331,9.470588235,2.684845362,4.04148784,2.531478917,"Noun",439,0.908902692,3.976679504,1,42,5,4,1,"high"
"650",15327,15326,"scale",56732,485,391,469,383,9.509803922,2.686636269,4.661421078,2.593286067,"Noun",425,0.878099174,3.978470411,1,27.75,5,6,1,"high"
"651",11023,11022,"mill",40590,486,191,350,154,9.529411765,2.687528961,2.27706247,2.283301229,"Noun",458,0.942386831,3.979363103,1,34.67,4,16,1,"high"
"652",11780,11779,"niece",43229,486,275,482,275,9.529411765,2.687528961,3.278493085,2.440909082,"Noun",485,1,3.979363103,1,16.25,5,1,1,"high"
"653",12377,12376,"pace",45786,488,337,344,280,9.568627451,2.689308859,4.017644254,2.5289167,"Noun",437,0.895491803,3.981143001,1,23.67,4,14,1,"high"
"654",13440,13439,"porch",49219,491,336,480,334,9.62745098,2.691965103,4.005722461,2.527629901,"Noun",491,1,3.983799245,1,41.25,5,4,1,"high"
"655",16635,16634,"spray",61660,492,342,459,320,9.647058824,2.692846919,4.077253219,2.53529412,"Noun",320,0.650406504,3.984681061,1,23.25,5,2,1,"high"
"656",561,560,"ape",2617,493,173,387,168,9.666666667,2.693726949,2.062470196,2.240549248,"Noun",464,0.941176471,3.985561091,1,1.5,3,9,1,"high"
"657",1456,1455,"bench",5649,493,342,474,330,9.666666667,2.693726949,4.077253219,2.53529412,"Noun",493,1,3.985561091,1,40.5,5,5,1,"high"
"658",6345,6344,"fee",23819,494,358,475,349,9.68627451,2.694605199,4.268001907,2.555094449,"Noun",494,1,3.986439341,1,7.5,3,15,1,"high"
"659",7691,7690,"grip",28452,494,399,477,391,9.68627451,2.694605199,4.756795422,2.602059991,"Noun",435,0.880566802,3.986439341,1,14.33,4,6,1,"high"
"660",1081,1080,"bait",4479,496,392,457,370,9.725490196,2.696356389,4.673342871,2.59439255,"Noun",407,0.820564516,3.988190531,1,28.33,4,3,1,"high"
"661",3502,3501,"coin",12451,497,287,475,274,9.745098039,2.697229343,3.421554602,2.459392488,"Noun",472,0.949698189,3.989063485,1,23,4,5,1,"high"
"662",5137,5136,"dock",19259,497,307,441,289,9.745098039,2.697229343,3.659990463,2.488550717,"Noun",407,0.818913481,3.989063485,1,26.33,4,11,1,"high"
"663",7868,7867,"gut",28923,497,393,474,379,9.745098039,2.697229343,4.685264664,2.595496222,"Noun",438,0.881287726,3.989063485,1,7.5,3,16,1,"high"
"664",16020,16019,"silk",59165,499,345,443,320,9.784313725,2.698970004,4.113018598,2.539076099,"Noun",494,0.991967871,3.990804146,1,22,4,7,1,"high"
"665",3899,3898,"core",14278,501,287,461,277,9.823529412,2.700703717,3.421554602,2.459392488,"Noun",501,1,3.992537859,1,38,4,21,1,"high"
"666",6996,6995,"fridge",25996,502,392,499,390,9.843137255,2.701567985,4.673342871,2.59439255,"Noun",502,1,3.993402127,1,41.8,6,2,1,"high"
"667",11973,11972,"oath",44041,504,308,485,297,9.882352941,2.703291378,3.671912256,2.489958479,"Noun",504,1,3.99512552,1,14,4,6,1,"high"
"668",16127,16126,"skirt",59568,508,385,494,377,9.960784314,2.706717782,4.58989032,2.586587305,"Noun",496,0.976377953,3.998551924,1,16.5,5,1,1,"high"
"669",6948,6947,"fraud",25831,512,342,492,332,10.03921569,2.710117365,4.077253219,2.53529412,"Noun",512,1,4.001951507,1,27.75,5,0,1,"high"
"670",2034,2033,"branch",7637,514,374,435,340,10.07843137,2.711807229,4.458750596,2.574031268,"Noun",477,0.928015564,4.003641371,1,58.2,6,1,1,"high"
"671",3936,3935,"corpse",14379,515,375,499,368,10.09803922,2.712649702,4.470672389,2.575187845,"Noun",517,1,4.004483844,1,50.6,6,0,1,"high"
"672",7435,7434,"glove",27580,515,336,475,324,10.09803922,2.712649702,4.005722461,2.527629901,"Noun",514,1,4.004483844,1,30,5,3,1,"high"
"673",19451,19450,"worm",73544,516,271,430,260,10.11764706,2.713490543,3.230805913,2.434568904,"Noun",471,0.914563107,4.005324685,1,21,4,9,1,"high"
"674",9825,9824,"leak",36664,517,382,504,379,10.1372549,2.71432976,4.55412494,2.583198774,"Noun",418,0.808510638,4.006163902,1,29,4,9,1,"high"
"675",2105,2104,"brick",7853,519,255,365,232,10.17647059,2.716003344,3.040057225,2.408239965,"Noun",494,0.951830443,4.007837486,1,43.5,5,5,1,"high"
"676",17185,17184,"sum",63673,523,358,419,339,10.25490196,2.719331287,4.268001907,2.555094449,"Noun",452,0.879377432,4.011165429,1,5.5,3,9,1,"high"
"677",9242,9241,"jeep",34715,524,239,386,172,10.2745098,2.720159303,2.849308536,2.380211242,"Noun",524,1,4.011993446,1,21,4,7,1,"high"
"678",19487,19486,"wrist",73695,527,370,515,363,10.33333333,2.722633923,4.411063424,2.56937391,"Noun",526,1,4.014468065,1,35.75,5,4,1,"high"
"679",1393,1392,"bee",5377,528,248,407,202,10.35294118,2.723455672,2.956604673,2.396199347,"Noun",516,0.979127135,4.015289814,1,7,3,13,1,"high"
"680",13282,13281,"plug",48728,531,396,449,358,10.41176471,2.725911632,4.721030043,2.598790507,"Noun",290,0.547169811,4.017745774,1,11.67,4,3,1,"high"
"681",15062,15061,"rug",55846,531,354,495,346,10.41176471,2.725911632,4.220314735,2.550228353,"Noun",531,1,4.017745774,1,8,3,16,1,"high"
"682",18454,18453,"twin",68372,532,339,395,286,10.43137255,2.726727209,4.04148784,2.531478917,"Noun",461,0.866541353,4.018561351,1,10.33,4,3,1,"high"
"683",4902,4901,"dice",18014,533,295,507,280,10.45098039,2.727541257,3.516928946,2.471291711,"Noun",533,1,4.019375399,1,17.67,4,11,1,"high"
"684",14981,14980,"root",55568,534,382,473,357,10.47058824,2.728353782,4.55412494,2.583198774,"Noun",469,0.878277154,4.020187924,1,33.33,4,14,1,"high"
"685",7463,7462,"goat",27673,537,338,480,315,10.52941176,2.730782276,4.029566047,2.530199698,"Noun",536,0.998137803,4.022616418,1,20.67,4,7,1,"high"
"686",13446,13445,"pork",49231,537,316,438,282,10.52941176,2.730782276,3.7672866,2.501059262,"Noun",531,0.992523364,4.022616418,1,28,4,8,1,"high"
"687",6670,6669,"fleet",24778,540,217,454,192,10.58823529,2.733197265,2.587029089,2.338456494,"Noun",506,0.940520446,4.025031407,1,34.25,5,2,1,"high"
"688",7063,7062,"fund",26284,541,388,461,335,10.60784314,2.733999287,4.625655699,2.589949601,"Noun",486,0.896678967,4.025833429,1,21,4,4,1,"high"
"689",9653,9652,"lamb",36186,542,322,426,280,10.62745098,2.73479983,3.838817358,2.509202522,"Noun",431,0.796672828,4.026633972,1,20.33,4,3,1,"high"
"690",13427,13426,"pope",49171,546,246,142,76,10.70588235,2.737987326,2.932761087,2.392696953,"Noun",443,0.811355311,4.029821468,1,21.33,4,13,1,"high"
"691",14935,14934,"rod",55417,547,265,304,207,10.7254902,2.738780558,3.159275155,2.424881637,"Noun",537,0.981718464,4.030614701,1,7,3,14,1,"high"
"692",10103,10102,"lip",37436,548,434,517,418,10.74509804,2.739572344,5.174058178,2.638489257,"Noun",538,0.987155963,4.031406487,1,7.5,3,15,1,"high"
"693",18003,18002,"tool",66795,548,369,418,340,10.74509804,2.739572344,4.399141631,2.568201724,"Noun",543,0.990875912,4.031406487,1,29.67,4,8,1,"high"
"694",7674,7673,"grief",28394,552,450,533,434,10.82352941,2.742725131,5.364806867,2.654176542,"Noun",553,1,4.034559273,1,38,5,1,1,"high"
"695",9667,9666,"lance",36251,554,130,100,37,10.8627451,2.744292983,1.549833095,2.117271296,"Noun",472,0.853526221,4.036127125,1,39.25,5,1,1,"high"
"696",1912,1911,"booze",7279,558,423,515,398,10.94117647,2.747411808,5.042918455,2.627365857,"Noun",550,0.985663082,4.03924595,1,29.75,5,1,1,"high"
"697",11712,11711,"nest",42986,566,367,514,343,11.09803922,2.753583059,4.375298045,2.565847819,"Noun",541,0.962633452,4.045417201,1,21,4,13,1,"high"
"698",1901,1900,"boot",7251,568,374,484,350,11.1372549,2.755112266,4.458750596,2.574031268,"Noun",382,0.671353251,4.046946409,1,34.67,4,17,1,"high"
"699",7344,7343,"gig",27234,571,380,553,374,11.19607843,2.757396029,4.530281354,2.580924976,"Noun",568,0.998242531,4.049230171,1,5,3,9,1,"high"
"700",4148,4147,"creep",15105,573,432,531,410,11.23529412,2.758911892,5.150214592,2.636487896,"Noun",369,0.646234676,4.050746035,1,35.75,5,3,1,"high"
"701",19206,19205,"whale",72553,574,231,459,209,11.25490196,2.759667845,2.753934192,2.365487985,"Noun",543,0.947643979,4.051501987,1,31.75,5,3,1,"high"
"702",7355,7354,"gin",27293,575,317,403,252,11.2745098,2.760422483,3.779208393,2.50242712,"Noun",573,0.99825784,4.052256626,1,6.5,3,13,1,"high"
"703",14191,14190,"rage",52019,577,407,503,386,11.31372549,2.761927838,4.852169766,2.610660163,"Noun",538,0.942206655,4.053761981,1,19,4,13,1,"high"
"704",15943,15942,"shrink",58869,577,380,550,368,11.31372549,2.761927838,4.530281354,2.580924976,"Noun",438,0.757785467,4.053761981,1,84.4,6,4,1,"high"
"705",5045,5044,"dish",18688,584,443,568,431,11.45098039,2.767155866,5.281354316,2.64738297,"Noun",509,0.87008547,4.058990008,1,20.67,4,5,1,"high"
"706",7944,7943,"ham",29228,591,335,473,286,11.58823529,2.772321707,3.993800668,2.526339277,"Noun",565,0.956006768,4.064155849,1,8,3,17,1,"high"
"707",13270,13269,"plot",48698,591,410,557,393,11.58823529,2.772321707,4.887935145,2.613841822,"Noun",475,0.803722504,4.064155849,1,17.67,4,6,1,"high"
"708",15798,15797,"sheet",58402,592,464,579,459,11.60784314,2.773054693,5.531711969,2.667452953,"Noun",590,1,4.064888836,1,38.25,5,5,1,"high"
"709",11433,11432,"mount",41875,597,400,198,164,11.70588235,2.776701184,4.768717215,2.603144373,"Noun",373,0.62479062,4.068535326,1,43.5,5,4,1,"high"
"710",3394,3393,"cloud",12086,599,388,498,358,11.74509804,2.77815125,4.625655699,2.589949601,"Noun",542,0.904841402,4.069985393,1,30.5,5,2,1,"high"
"711",7015,7014,"frog",26082,603,271,504,245,11.82352941,2.781036939,3.230805913,2.434568904,"Noun",591,0.981727575,4.072871081,1,9.67,4,3,1,"high"
"712",13066,13065,"pill",48110,603,387,581,378,11.82352941,2.781036939,4.613733906,2.588831726,"Noun",600,0.998336106,4.072871081,1,34.67,4,14,1,"high"
"713",17834,17833,"thumb",66200,603,404,559,388,11.82352941,2.781036939,4.816404387,2.607455023,"Noun",591,0.980099502,4.072871081,1,14.75,5,1,1,"high"
"714",3089,3088,"chef",10901,606,322,467,282,11.88235294,2.783188691,3.838817358,2.509202522,"Noun",603,0.996694215,4.075022833,1,9.33,4,1,1,"high"
"715",9237,9236,"jazz",34700,608,305,406,252,11.92156863,2.784617293,3.636146876,2.485721426,"Noun",593,0.97693575,4.076451435,1,6.67,4,0,1,"high"
"716",10087,10086,"link",37403,609,399,479,379,11.94117647,2.785329835,4.756795422,2.602059991,"Noun",373,0.615511551,4.077163977,1,34,4,12,1,"high"
"717",10217,10216,"log",37754,610,397,555,370,11.96078431,2.78604121,4.732951836,2.599883072,"Noun",534,0.876847291,4.077875352,1,7.5,3,16,1,"high"
"718",3308,3307,"clay",11826,612,215,197,139,12,2.787460475,2.563185503,2.334453751,"Noun",432,0.705882353,4.079294617,1,15.67,4,7,1,"high"
"719",17464,17463,"tale",64822,612,435,563,413,12,2.787460475,5.185979971,2.639486489,"Noun",610,1,4.079294617,1,29.67,4,16,1,"high"
"720",18707,18706,"vault",70901,614,237,588,231,12.03921569,2.788875116,2.82546495,2.376576957,"Noun",595,0.970636215,4.080709258,1,14.25,5,1,1,"high"
"721",4948,4947,"dime",18223,615,473,604,466,12.05882353,2.789580712,5.639008107,2.675778342,"Noun",609,0.996726678,4.081414854,1,15.67,4,9,1,"high"
