Word|s	FREQcount|f	CDcount|f	FREQlow|f	Cdlow|f	SUBTLWF|f	Lg10WF|f	SUBTLCD|f	Lg10CD|f	Dom_PoS_SUBTLEX|s	Freq_dom_PoS_SUBTLEX|f	Percentage_dom_PoS|f	All_PoS_SUBTLEX|s	All_freqs_SUBTLEX|f	Zipfvalue|f	syllables|f
express	914	680	650	532	17.92	2.9614	8.11	2.8331	Verb	537.0	0.59	Verb.Noun.Adjective.Name	537.238.131.1	4.253255236	2
extra	3017	2070	2744	1969	59.16	3.4797	24.68	3.3162	Adjective	2891.0	0.96	Adjective.Adverb.Noun	2891.112.2	4.771553378	2
extreme	558	450	502	426	10.94	2.7474	5.36	2.6542	Adjective	556.0	0.99	Adjective.Noun	556.4	4.03924595	2
face	1363	1082	1303	1057	26.73	3.1348	12.9	3.0346	Noun	1219.0	0.9	Noun.Verb	1219.143	4.426648512	2
facing	548	472	524	454	10.75	2.7396	5.63	2.6749	Verb	538.0	0.98	Verb.Adjective.Noun	538.7.3	4.031406487	2
fact	1393	899	1319	872	27.31	3.1443	10.72	2.9542	Noun	1393.0	1.0	Noun	1393	4.436096916	1
fail	1254	939	1220	930	24.59	3.0986	11.19	2.9731	Verb	1210.0	0.96	Verb.Noun	1210.45	4.390477868	1
fair	4832	2810	4184	2533	94.75	3.6842	33.5	3.4489	Adjective	3982.0	0.82	Adjective.Adverb.Noun.Name	3982.739.106.2	4.976050937	1
fake	1853	1107	1707	1071	36.33	3.2681	13.2	3.0445	Adjective	1490.0	0.81	Adjective.Verb.Noun	1490.333.24	4.559943872	1
fallen	863	718	831	697	16.92	2.9365	8.56	2.8567	Verb	770.0	0.89	Verb.Adjective	770.91	4.228347885	2
falling	1837	1315	1719	1266	36.02	3.2643	15.68	3.1193	Verb	1751.0	0.96	Verb.Adjective	1751.80	4.556179649	2
fall	1301	871	930	754	25.51	3.1146	10.38	2.9405	Verb	783.0	0.6	Verb.Noun.Name	783.513.4	4.406445126	1
false	1078	826	951	741	21.14	3.033	9.85	2.9175	Adjective	1062.0	0.99	Adjective.Adverb	1062.12	4.324855587	1
famous	2296	1434	2204	1384	45.02	3.3612	17.1	3.1569	Adjective	2292.0	1.0	Adjective	2292	4.652995137	2
fan	1792	1097	1562	1037	35.14	3.2536	13.08	3.0406	Noun	1531.0	0.86	Noun.Verb.Name	1531.236.23	4.545414432	1
fancy	1777	1233	1486	1098	34.84	3.2499	14.7	3.0913	Adjective	1093.0	0.62	Adjective.Verb.Noun.Name	1093.457.204.19	4.541765899	2
fan	711	450	686	442	13.94	2.8525	5.36	2.6542	Noun	704.0	0.99	Noun.Verb	704.6	4.144314136	1
farm	1532	731	1369	681	30.04	3.1855	8.71	2.8645	Noun	1518.0	0.99	Noun.Verb.Name	1518.11.2	4.477376297	1
farmer	604	319	389	262	11.84	2.7818	3.8	2.5051	Noun	525.0	0.87	Noun.Name	525.77	4.073589517	2
fashion	957	640	811	593	18.76	2.9814	7.63	2.8069	Noun	914.0	0.96	Noun.Verb.Name	914.39.4	4.273199651	2
faster	2233	1391	1678	1200	43.78	3.3491	16.58	3.1436	Adverb	1686.0	0.76	Adverb.Adjective	1686.533	4.640917311	2
fate	1375	865	1260	824	26.96	3.1386	10.31	2.9375	Noun	1373.0	1.0	Noun.Name	1373.2	4.430452576	1
favor	3609	2370	3569	2366	70.76	3.5575	28.25	3.3749	Noun	3223.0	0.89	Noun.Preposition.Verb.Name	3223.181.162.38	4.849341344	2
fed	810	661	737	615	15.88	2.909	7.88	2.8209	Verb	598.0	0.74	Verb.Adjective	598.213	4.200854996	1
feed	2162	1474	1945	1394	42.39	3.3351	17.57	3.1688	Verb	1708.0	0.79	Verb.Noun	1708.453	4.626890662	1
feeding	599	515	545	479	11.75	2.7782	6.14	2.7126	Verb	522.0	0.87	Verb.Adjective.Noun	522.55.21	4.069985393	2
feeling	2938	1869	2875	1857	57.61	3.4682	22.28	3.2718	Noun	2937.0	1.0	Noun	2937	4.760033728	2
feel	3569	2468	3220	2278	69.98	3.5527	29.42	3.3925	Verb	3555.0	1.0	Verb.Noun	3555.9	4.844502358	1
fell	3723	2423	3604	2393	73.0	3.571	28.89	3.3845	Verb	3559.0	0.96	Verb.Name.Noun.Adjective	3559.94.50.18	4.862843814	1
fella	1705	930	1587	908	33.43	3.232	11.09	2.9689	Noun	1702.0	1.0	Noun	1702	4.523813169	2
fella	1973	1043	1741	963	38.69	3.2953	12.43	3.0187	Noun	1960.0	1.0	Noun	1960	4.58718129	2
fellow	2987	1525	2846	1478	58.57	3.4754	18.18	3.1836	Noun	2265.0	0.76	Noun.Adjective.Name	2265.726.1	4.767214735	2
fellow	676	446	616	416	13.25	2.8306	5.32	2.6503	Noun	656.0	0.97	Noun.Name.Verb	656.16.1	4.122422811	2
female	1612	1037	1401	937	31.61	3.2076	12.36	3.0162	Adjective	963.0	0.6	Adjective.Noun.Name	963.645.1	4.49946851	2
fence	819	552	803	544	16.06	2.9138	6.58	2.7427	Noun	765.0	0.94	Noun.Verb.Name	765.51.1	4.205647995	1
fetch	559	403	402	325	10.96	2.7482	4.8	2.6064	Verb	557.0	1.0	Verb.Noun	557.2	4.040022169	1
fever	1017	570	888	533	19.94	3.0077	6.8	2.7566	Noun	1016.0	1.0	Noun.Name	1016.1	4.29958192	2
field	3580	1919	3172	1803	70.2	3.554	22.88	3.2833	Noun	3333.0	0.93	Noun.Name.Verb	3333.192.50	4.845838463	1
field	609	424	475	364	11.94	2.7853	5.05	2.6284	Noun	555.0	0.91	Noun.Name.Verb	555.56.1	4.077163977	1
fifteen	895	618	370	264	17.55	2.9523	7.37	2.7917	Number	892.0	1.0	Number.Noun	892.1	4.244142152	2
fifth	979	748	645	525	19.2	2.9912	8.92	2.8745	Number	877.0	0.9	Number.Name	877.99	4.283060218	1
fifty	960	640	488	343	18.82	2.9827	7.63	2.8069	Number	956.0	1.0	Number	956	4.27455753	2
fighter	652	367	614	349	12.78	2.8149	4.38	2.5658	Noun	651.0	1.0	Noun	651	4.106747323	2
fighting	3611	2056	3386	1995	70.8	3.5577	24.51	3.3132	Verb	2621.0	0.73	Verb.Noun.Adjective	2621.987.1	4.849581884	2
figured	3893	2533	3733	2461	76.33	3.5904	30.2	3.4038	Verb	3892.0	1.0	Verb	3892	4.882230089	2
figure	949	764	817	651	18.61	2.9777	9.11	2.8837	Noun	715.0	0.75	Noun.Verb	715.233	4.269557747	2
file	2246	1279	2129	1243	44.04	3.3516	15.25	3.1072	Noun	1652.0	0.74	Noun.Verb	1652.590	4.643437215	1
file	1358	699	1323	681	26.63	3.1332	8.33	2.8451	Noun	1345.0	0.99	Noun.Verb	1345.12	4.425053599	1
fill	2241	1698	1882	1484	43.94	3.3506	20.24	3.2302	Verb	2123.0	0.95	Verb.Noun	2123.117	4.64246975	1
filled	1386	1143	1336	1111	27.18	3.1421	13.63	3.0584	Verb	1373.0	0.99	Verb.Adjective	1373.11	4.433910603	1
film	3328	1013	3210	974	65.25	3.5223	12.08	3.006	Noun	3259.0	0.98	Noun.Verb.Name	3259.64.1	4.814147937	1
film	750	347	718	333	14.71	2.8756	4.14	2.5416	Noun	745.0	0.99	Noun.Verb	745.6	4.167474079	1
filthy	838	594	728	535	16.43	2.9238	7.08	2.7745	Adjective	839.0	1.0	Adjective	839	4.215596103	2
final	2533	1712	2321	1606	49.67	3.4038	20.41	3.2338	Adjective	2272.0	0.9	Adjective.Noun.Name	2272.256.1	4.695640753	2
finding	1935	1543	1766	1450	37.94	3.2869	18.4	3.1886	Verb	1814.0	0.94	Verb.Noun.Adjective	1814.112.1	4.578739495	2
find	1492	1226	1473	1218	29.25	3.1741	14.62	3.0888	Verb	1477.0	0.99	Verb.Noun	1477.14	4.46589395	1
finest	840	695	796	668	16.47	2.9248	8.29	2.8426	Adjective	839.0	1.0	Adjective	839	4.216630138	2
finger	1870	1287	1820	1269	36.67	3.2721	15.34	3.1099	Noun	1840.0	0.99	Noun.Verb	1840.27	4.56390793	2
finger	1696	1242	1628	1211	33.25	3.2297	14.81	3.0945	Noun	1690.0	1.0	Noun.Verb	1690.5	4.521515984	2
finish	5045	3124	4582	2942	98.92	3.7029	37.24	3.4949	Verb	4403.0	0.87	Verb.Noun	4403.633	4.994781388	2
finished	4269	2777	4047	2675	83.71	3.6304	33.11	3.4437	Verb	4191.0	0.98	Verb.Adjective	4191.72	4.922262017	2
fired	3159	1626	3067	1610	61.94	3.4997	19.38	3.2114	Verb	3084.0	0.98	Verb.Adjective	3084.71	4.791521225	2
firm	1799	966	1754	944	35.27	3.2553	11.52	2.9854	Noun	1434.0	0.8	Noun.Adjective.Verb	1434.363.3	4.547106647	1
fish	4258	1708	3618	1562	83.49	3.6293	20.36	3.2327	Noun	3868.0	0.91	Noun.Verb.Name	3868.303.87	4.921141782	1
fishing	1204	663	1112	629	23.61	3.081	7.9	2.8222	Noun	1159.0	0.96	Noun.Verb	1159.46	4.372821189	2
fit	2937	2090	2830	2057	57.59	3.4681	24.92	3.3204	Verb	1982.0	0.68	Verb.Adjective.Noun	1982.879.75	4.759885934	1
fit	654	530	607	498	12.82	2.8162	6.32	2.7251	Verb	514.0	0.79	Verb.Noun	514.140	4.108075442	1
fix	4426	2576	4091	2463	86.78	3.6461	30.71	3.4111	Verb	4049.0	0.92	Verb.Noun.Name	4049.368.5	4.937943664	1
fixed	1647	1204	1600	1178	32.29	3.217	14.35	3.081	Verb	1365.0	0.83	Verb.Adjective	1365.282	4.50879135	1
fixing	533	436	502	413	10.45	2.7275	5.2	2.6405	Verb	489.0	0.92	Verb.Noun	489.44	4.019375399	2
flag	892	497	781	454	17.49	2.9509	5.93	2.6972	Noun	872.0	0.98	Noun.Verb	872.19	4.242685601	1
flash	783	578	609	502	15.35	2.8943	6.89	2.7627	Noun	444.0	0.57	Noun.Verb.Adjective.Name	444.214.123.2	4.186150205	1
flat	1337	913	1233	866	26.22	3.1265	10.88	2.9609	Noun	658.0	0.49	Noun.Adjective.Adverb.Name	658.539.139.2	4.418290256	1
fleet	540	217	454	192	10.59	2.7332	2.59	2.3385	Noun	506.0	0.94	Noun.Adjective.Name	506.23.9	4.025031407	1
flesh	1125	792	1062	773	22.06	3.0515	9.44	2.8993	Noun	1126.0	1.0	Noun	1126	4.343372533	1
flew	785	600	759	584	15.39	2.8954	7.15	2.7789	Verb	785.0	1.0	Verb	785	4.187256688	1
fly	717	558	655	521	14.06	2.8561	6.65	2.7474	Noun	406.0	0.56	Noun.Verb	406.313	4.147958586	1
flight	3044	1358	2524	1255	59.69	3.4836	16.19	3.1332	Noun	3030.0	1.0	Noun.Name	3030.3	4.775421439	1
flip	728	488	563	436	14.27	2.8627	5.82	2.6893	Verb	566.0	0.78	Verb.Noun	566.161	4.15456167	1
flow	701	484	665	473	13.75	2.8463	5.77	2.6857	Noun	535.0	0.78	Noun.Verb.Name	535.152.2	4.138171254	1
flower	1161	629	936	580	22.76	3.0652	7.5	2.7993	Noun	1129.0	0.97	Noun.Verb.Name	1129.25.7	4.35704027	2
flower	2427	1322	2213	1253	47.59	3.3852	15.76	3.1216	Noun	2377.0	0.98	Noun.Verb.Name	2377.46.1	4.677082825	2
fly	4335	2117	4008	2045	85.0	3.6371	25.24	3.3259	Verb	3518.0	0.81	Verb.Noun.Adjective.Name	3518.795.15.2	4.928923416	1
flying	2579	1501	2298	1401	50.57	3.4116	17.89	3.1767	Verb	1450.0	0.56	Verb.Adjective.Noun	1450.765.364	4.703453848	2
focus	1499	1073	1253	939	29.39	3.1761	12.79	3.031	Verb	1039.0	0.69	Verb.Noun	1039.458	4.467925401	2
folk	3878	1954	3557	1860	76.04	3.5887	23.3	3.2911	Noun	3861.0	1.0	Noun.Verb.Name	3861.2.1	4.880553922	1
followed	1739	1316	1685	1287	34.1	3.2405	15.69	3.1196	Verb	1739.0	1.0	Verb	1739	4.53238339	2
fond	629	494	617	488	12.33	2.7993	5.89	2.6946	Adjective	629.0	1.0	Adjective.Name	629.1	4.091174692	1
fool	4556	2370	4311	2308	89.33	3.6587	28.25	3.3749	Noun	2789.0	0.61	Noun.Verb.Adjective	2789.1728.23	4.950513171	1
fooled	524	434	500	418	10.27	2.7202	5.17	2.6385	Verb	522.0	1.0	Verb	522	4.011993446	1
fooling	626	508	603	497	12.27	2.7973	6.06	2.7067	Verb	585.0	0.94	Verb.Noun.Adjective.Name	585.36.3.1	4.089101683	2
foolish	893	685	843	660	17.51	2.9513	8.17	2.8363	Adjective	892.0	1.0	Adjective	892	4.243171661	2
fool	681	509	601	467	13.35	2.8338	6.07	2.7076	Noun	681.0	1.0	Noun	681	4.125618517	1
foot	3311	2054	3184	2016	64.92	3.5201	24.49	3.3128	Noun	3289.0	0.99	Noun.Verb.Name	3289.15.8	4.81192447	1
football	1914	806	1752	765	37.53	3.2822	9.61	2.9069	Noun	1909.0	1.0	Noun.Name	1909.1	4.57400292	2
force	3604	1985	2918	1808	70.67	3.5569	23.66	3.298	Noun	2766.0	0.77	Noun.Verb	2766.831	4.848739411	1
forced	1349	1079	1309	1059	26.45	3.1303	12.86	3.0334	Verb	1192.0	0.89	Verb.Adjective	1192.153	4.422167911	1
force	1064	668	933	596	20.86	3.0273	7.96	2.8254	Noun	987.0	0.93	Noun.Verb	987.78	4.31918375	2
foreign	1137	749	929	675	22.29	3.0561	8.93	2.8751	Adjective	1137.0	1.0	Adjective	1137	4.347976404	2
forest	963	500	782	409	18.88	2.9841	5.96	2.6998	Noun	926.0	0.96	Noun.Name	926.37	4.275911176	2
forgive	3917	2209	2792	1779	76.8	3.5931	26.34	3.3444	Verb	3903.0	1.0	Verb	3903	4.884898574	2
forgot	5045	3217	4886	3146	98.92	3.7029	38.35	3.5076	Verb	5043.0	1.0	Verb	5043	4.994781388	2
form	2180	1535	2088	1485	42.75	3.3387	18.3	3.1864	Noun	1650.0	0.76	Noun.Verb	1650.528	4.630489808	1
former	932	719	840	665	18.27	2.9699	8.57	2.8573	Determiner	930.0	1.0	Determiner	930	4.261715786	2
form	580	426	575	424	11.37	2.7642	5.08	2.6304	Noun	487.0	0.84	Noun.Verb	487.92	4.056010275	1
forth	804	642	797	636	15.76	2.9058	7.65	2.8082	Adverb	802.0	1.0	Adverb.Name	802.1	4.197630023	1
fortune	1518	1046	1367	971	29.76	3.1816	12.47	3.0199	Noun	1513.0	1.0	Noun.Name	1513.4	4.473391916	2
forty	539	383	246	187	10.57	2.7324	4.57	2.5843	Number	538.0	1.0	Number	538	4.024227902	2
forward	3689	2341	3323	2254	72.33	3.567	27.91	3.3696	Adverb	3400.0	0.92	Adverb.Adjective.Noun.Verb	3400.231.36.18	4.858860508	2
fought	1362	978	1327	963	26.71	3.1345	11.66	2.9908	Verb	1361.0	1.0	Verb	1361	4.426329998	1
foul	738	468	628	428	14.47	2.8686	5.58	2.6712	Adjective	380.0	0.51	Adjective.Noun.Verb	380.204.154	4.160478581	1
fourth	1349	940	936	723	26.45	3.1303	11.21	2.9736	Number	1346.0	1.0	Number.Name	1346.3	4.422167911	1
frame	719	527	691	513	14.1	2.8573	6.28	2.7226	Noun	496.0	0.69	Noun.Verb	496.223	4.149166639	1
frankly	992	842	573	525	19.45	2.9969	10.04	2.9258	Adverb	989.0	1.0	Adverb	989	4.288783391	2
freak	1874	1198	1741	1148	36.75	3.273	14.28	3.0788	Noun	1087.0	0.58	Noun.Verb.Adjective.Name	1087.505.277.1	4.564835414	1
freaked	529	444	520	436	10.37	2.7243	5.29	2.6484	Verb	530.0	1.0	Verb	530	4.016110012	1
freaking	754	559	725	542	14.78	2.8779	6.66	2.7482	Verb	754.0	1.0	Verb	754	4.169781094	2
freedom	1688	954	1403	867	33.1	3.2276	11.37	2.98	Noun	1683.0	1.0	Noun.Name	1683.6	4.519463792	2
freeze	1640	988	686	515	32.16	3.2151	11.78	2.9952	Verb	1465.0	0.9	Verb.Noun.Name	1465.157.10	4.506942723	1
freezing	680	534	636	503	13.33	2.8331	6.37	2.7284	Adjective	557.0	0.82	Adjective.Verb	557.123	4.124981254	2
french	3541	1471	222	118	69.43	3.5492	17.54	3.1679	Adjective	2320.0	0.66	Adjective.Noun.Name	2320.1104.98	4.841082699	1
fresh	2780	1953	2373	1757	54.51	3.4442	23.28	3.2909	Adjective	2777.0	1.0	Adjective	2777	4.736035131	1
fried	518	403	456	360	10.16	2.7152	4.8	2.6064	Adjective	441.0	0.85	Adjective.Verb	441.76	4.0070015	1
friendly	1328	986	1224	949	26.04	3.1235	11.75	2.9943	Adjective	1282.0	0.97	Adjective.Noun.Name	1282.25.14	4.415359123	2
friendship	1164	788	1077	754	22.82	3.0663	9.39	2.8971	Noun	1162.0	1.0	Noun	1162	4.358160068	2
fry	596	413	542	401	11.69	2.776	4.92	2.617	Noun	588.0	0.99	Noun.Name	588.8	4.067808473	1
frightened	1186	794	1138	782	23.25	3.0745	9.47	2.9004	Adjective	812.0	0.68	Adjective.Verb	812.375	4.366284861	2
frog	603	271	504	245	11.82	2.781	3.23	2.4346	Noun	591.0	0.98	Noun.Name	591.11	4.072871081	1
frozen	782	555	723	525	15.33	2.8938	6.62	2.7451	Adjective	438.0	0.56	Adjective.Verb	438.342	4.185595904	2
fruit	1108	715	994	661	21.73	3.0449	8.52	2.8549	Noun	1108.0	1.0	Noun	1108	4.336765688	1
fuel	876	386	791	366	17.18	2.943	4.6	2.5877	Noun	859.0	0.99	Noun.Verb	859.12	4.234833736	2
fully	880	739	823	700	17.25	2.945	8.81	2.8692	Adverb	881.0	1.0	Adverb	881	4.236810051	2
function	565	441	561	439	11.08	2.7528	5.26	2.6454	Noun	392.0	0.7	Noun.Verb	392.172	4.044650573	2
fund	541	388	461	335	10.61	2.734	4.63	2.5899	Noun	486.0	0.9	Noun.Verb	486.56	4.025833429	1
further	2690	1813	2597	1774	52.75	3.4299	21.61	3.2586	Adverb	1328.0	0.49	Adverb.Adjective.Verb.Noun	1328.1317.39.1	4.72174784	2
gain	700	587	685	579	13.73	2.8457	7.0	2.7694	Verb	514.0	0.73	Verb.Noun	514.186	4.13755216	1
gal	725	429	671	411	14.22	2.8609	5.11	2.6335	Noun	705.0	1.0	Noun	705	4.152770763	1
game	2287	1441	2169	1412	44.84	3.3595	17.18	3.159	Noun	2283.0	0.99	Noun.Verb	2283.12	4.651290162	1
gang	1537	802	1388	742	30.14	3.187	9.56	2.9047	Noun	1490.0	0.97	Noun.Verb	1490.42	4.478790478	1
garage	1388	816	1344	798	27.22	3.1427	9.73	2.9122	Noun	1387.0	1.0	Noun	1387	4.434536388	2
garbage	1331	852	1260	816	26.1	3.1245	10.16	2.9309	Noun	1331.0	1.0	Noun	1331	4.416338367	2
garden	1354	841	1066	676	26.55	3.1319	10.03	2.9253	Noun	1341.0	0.99	Noun.Name.Verb	1341.10.4	4.423773437	2
gas	3457	1607	3216	1540	67.78	3.5388	19.16	3.2063	Noun	3412.0	0.99	Noun.Verb	3412.42	4.830659131	1
gate	1634	902	1334	779	32.04	3.2135	10.75	2.9557	Noun	1633.0	1.0	Noun.Name	1633.1	4.505351899	1
gate	684	345	385	275	13.41	2.8357	4.11	2.5391	Noun	473.0	0.69	Noun.Name	473.209	4.127524714	1
gather	799	674	623	555	15.67	2.9031	8.04	2.8293	Verb	771.0	0.97	Verb.Noun	771.24	4.194924129	2
gear	816	559	779	553	16.0	2.9122	6.66	2.7482	Noun	795.0	0.98	Noun.Verb	795.20	4.204056199	1
gee	2362	1291	413	332	46.31	3.3735	15.39	3.1113	Interjection	2357.0	1.0	Interjection	2357	4.665297864	1
genius	1773	1174	1640	1126	34.76	3.249	14.0	3.07	Noun	1766.0	1.0	Noun.Name	1766.3	4.540787758	2
gentle	844	630	758	586	16.55	2.9269	7.51	2.8	Adjective	843.0	1.0	Adjective	843	4.218690851	2
ghost	1866	764	1456	644	36.59	3.2711	9.11	2.8837	Noun	1833.0	0.99	Noun.Name.Verb	1833.19.5	4.56297846	1
ghost	718	302	611	287	14.08	2.8567	3.6	2.4814	Noun	718.0	1.0	Noun	718	4.148563033	1
giant	1380	861	1239	799	27.06	3.1402	10.26	2.9355	Adjective	1029.0	0.75	Adjective.Noun	1029.344	4.432027821	2
gift	3290	1877	3242	1856	64.51	3.5173	22.38	3.2737	Noun	3287.0	1.0	Noun	3287	4.809162024	1
gift	732	499	698	490	14.35	2.8651	5.95	2.699	Noun	728.0	1.0	Noun	728	4.156938117	1
gig	571	380	553	374	11.2	2.7574	4.53	2.5809	Noun	568.0	1.0	Noun.Verb	568.1	4.049230171	1
girlfriend	3881	1946	3775	1919	76.1	3.5891	23.2	3.2894	Noun	3868.0	1.0	Noun	3868	4.880889673	2
given	4851	3071	4579	2962	95.12	3.6859	36.61	3.4874	Verb	4603.0	0.95	Verb.Adjective.Conjunction.Noun	4603.173.72.2	4.977754934	2
give	3290	2368	3118	2281	64.51	3.5173	28.23	3.3746	Verb	3294.0	1.0	Verb.Noun	3294.1	4.809162024	1
glass	3096	1841	2867	1770	60.71	3.4909	21.95	3.2653	Noun	2988.0	0.97	Noun.Name.Verb	2988.94.2	4.782775348	1
glass	1689	1008	1626	982	33.12	3.2279	12.02	3.0039	Noun	1688.0	1.0	Noun	1688	4.519720847	2
glory	1096	636	830	576	21.49	3.0402	7.58	2.8041	Noun	1086.0	0.99	Noun.Verb	1086.10	4.33204077	2
glove	515	336	475	324	10.1	2.7126	4.01	2.5276	Noun	514.0	1.0	Noun	514	4.004483844	1
glove	828	469	776	456	16.24	2.9186	5.59	2.6721	Noun	826.0	1.0	Noun.Verb	826.2	4.210388673	1
goal	854	540	783	520	16.75	2.932	6.44	2.7332	Noun	854.0	1.0	Noun	854	4.223800257	1
goat	537	338	480	315	10.53	2.7308	4.03	2.5302	Noun	536.0	1.0	Noun.Name	536.1	4.022616418	1
gold	4026	1533	3398	1357	78.94	3.605	18.28	3.1858	Noun	3764.0	0.94	Noun.Adjective.Name	3764.194.57	4.896815772	1
golden	1187	757	726	530	23.27	3.0748	9.02	2.8797	Adjective	1184.0	1.0	Adjective	1184	4.366650583	2
golf	1302	604	1192	568	25.53	3.1149	7.2	2.7818	Noun	1302.0	1.0	Noun	1302	4.406778558	1
goodness	1655	1147	1438	1042	32.45	3.2191	13.67	3.0599	Noun	1652.0	1.0	Noun	1652	4.510894475	2
goodnight	822	299	135	99	16.12	2.9154	3.56	2.4771	Interjection	767.0	0.94	Interjection.Noun	767.53	4.207233977	2
good	628	433	609	422	12.31	2.7987	5.16	2.6375	Noun	631.0	1.0	Noun	631	4.090484788	1
goose	665	376	424	314	13.04	2.8235	4.48	2.5763	Noun	636.0	0.96	Noun.Name	636.27	4.115308371	1
gorgeous	1227	889	1091	827	24.06	3.0892	10.6	2.9494	Adjective	1224.0	1.0	Adjective	1224	4.381032509	2
gosh	1525	977	874	615	29.9	3.1836	11.65	2.9903	Interjection	1516.0	1.0	Interjection	1516	4.475388676	1
gotcha	550	432	113	88	10.78	2.7412	5.15	2.6365	Unclassified	548.0	1.0	Unclassified	548	4.032985741	2
gotten	2768	2134	2757	2132	54.27	3.4423	25.44	3.3294	Verb	2763.0	1.0	Verb	2763	4.734157098	2
grab	3614	2392	2463	1850	70.86	3.5581	28.52	3.3789	Verb	3466.0	0.96	Verb.Noun	3466.143	4.849942444	1
grabbed	680	569	663	556	13.33	2.8331	6.78	2.7559	Verb	680.0	1.0	Verb	680	4.124981254	1
grade	1493	993	1442	967	29.27	3.1744	11.84	2.9974	Noun	1358.0	0.91	Noun.Verb	1358.136	4.46618474	1
grand	3214	1614	2335	1289	63.02	3.5072	19.24	3.2082	Adjective	2940.0	0.92	Adjective.Noun.Name.Unclassified	2940.191.77.3	4.799015119	1
grandma	2325	853	599	352	45.59	3.3666	10.17	2.9315	Noun	2299.0	1.0	Noun.Name	2299.3	4.658443853	2
grandpa	1661	559	375	230	32.57	3.2206	6.66	2.7482	Noun	1633.0	1.0	Noun.Name	1633.7	4.512465162	2
granted	697	582	570	481	13.67	2.8439	6.94	2.7657	Verb	697.0	1.0	Verb	697	4.135689565	2
grass	856	550	797	531	16.78	2.933	6.56	2.7412	Noun	852.0	1.0	Noun.Verb	852.3	4.224814964	1
grateful	1355	1000	1316	979	26.57	3.1323	11.92	3.0004	Adjective	1354.0	1.0	Adjective	1354	4.424093832	2
grave	1340	881	1285	868	26.27	3.1274	10.5	2.9455	Noun	1039.0	0.78	Noun.Adjective	1039.295	4.41926292	1
gray	1077	539	581	439	21.12	3.0326	6.43	2.7324	Adjective	593.0	0.58	Adjective.Name.Noun	593.402.26	4.324452903	1
greater	819	634	758	597	16.06	2.9138	7.56	2.8028	Adjective	797.0	0.97	Adjective.Name	797.23	4.205647995	2
greatest	2464	1598	2379	1557	48.31	3.3918	19.05	3.2038	Adjective	2460.0	1.0	Adjective	2460	4.683651066	2
greek	578	332	14	12	11.33	2.7627	3.96	2.5224	Adjective	380.0	0.66	Adjective.Noun.Verb	380.196.1	4.054512706	1
green	3696	1908	2541	1548	72.47	3.5678	22.75	3.2808	Adjective	2627.0	0.71	Adjective.Noun.Name	2627.668.391	4.859683593	1
grew	1493	1140	1470	1126	29.27	3.1744	13.59	3.0573	Verb	1492.0	1.0	Verb.Noun	1492.1	4.46618474	1
grief	552	450	533	434	10.82	2.7427	5.36	2.6542	Noun	553.0	1.0	Noun	553	4.034559273	1
ground	3696	2265	3572	2223	72.47	3.5678	27.0	3.3553	Noun	3545.0	0.96	Noun.Verb.Adjective	3545.114.36	4.859683593	1
ground	533	422	505	406	10.45	2.7275	5.03	2.6263	Noun	525.0	0.98	Noun.Verb	525.8	4.019375399	1
group	3762	2097	3033	1680	73.76	3.5755	25.0	3.3218	Noun	3456.0	1.0	Noun.Verb	3456.6	4.86736836	1
grow	3034	2064	2839	1967	59.49	3.4822	24.61	3.3149	Verb	3033.0	1.0	Verb.Noun	3033.1	4.773992838	1
growing	1527	1204	1436	1145	29.94	3.1841	14.35	3.081	Verb	1196.0	0.78	Verb.Adjective.Noun	1196.323.5	4.475957496	2
grown	1275	1041	1244	1025	25.0	3.1059	12.41	3.0179	Verb	1061.0	0.83	Verb.Adjective.Noun	1061.207.4	4.397684817	1
guard	2968	1569	2122	1297	58.2	3.4726	18.71	3.1959	Noun	2149.0	0.72	Noun.Verb.Adverb.Name	2149.738.83.1	4.76444434	1
guard	1237	635	999	561	24.25	3.0927	7.57	2.8035	Noun	1189.0	0.97	Noun.Verb	1189.43	4.384554787	1
guessing	546	457	538	450	10.71	2.738	5.45	2.6609	Verb	509.0	0.94	Verb.Noun	509.35	4.029821468	2
guest	2037	1381	1990	1363	39.94	3.3092	16.46	3.1405	Noun	2032.0	1.0	Noun.Verb.Name	2032.1.1	4.601038322	1
guest	1311	884	1256	865	25.71	3.1179	10.54	2.9469	Noun	1309.0	1.0	Noun.Verb	1309.2	4.409767977	1
guide	910	657	758	563	17.84	2.9595	7.83	2.8182	Noun	551.0	0.61	Noun.Verb.Name	551.358.1	4.251352519	1
guilt	760	574	706	552	14.9	2.8814	6.84	2.7597	Noun	762.0	1.0	Noun	762	4.173218799	1
guilty	3177	1538	2895	1452	62.29	3.5022	18.34	3.1872	Adjective	3178.0	1.0	Adjective.Noun	3178.1	4.793988035	2
guitar	795	341	759	327	15.59	2.9009	4.07	2.534	Noun	792.0	1.0	Noun	792	4.19274721	2
gum	683	442	616	416	13.39	2.8351	5.27	2.6464	Noun	647.0	0.95	Noun.Verb.Name	647.28.8	4.126890244	1
gunshot	520	310	423	267	10.2	2.7168	3.7	2.4928	Noun	449.0	0.87	Noun.Name	449.68	4.008671865	2
gut	1211	894	1171	878	23.75	3.0835	10.66	2.9518	Noun	1212.0	1.0	Noun	1212	4.375336762	1
gym	927	530	860	520	18.18	2.9675	6.32	2.7251	Noun	927.0	1.0	Noun	927	4.259382118	1
