orderID,run,list,file_num,cond_code,trigger_code,len,corr_resp,fix_code,word_code,delay_code,audioresp_code,jittered_ISI,total_time,Word,Zipfvalue,cmu_sylls,BF_TP,LEN_L,OLD_file_num,numID,cond,reason_for_change
1058,run2,6,list6_10654_mart_low1,3,30,1,2,31,32,33,34,3300,11300,mart,3.2831,1,36.33,4,list6_10654_mart_low1,10654,low1,"I don't know if I like ""mart"" as a word that isn't attached to something like ""Wal"""
1059,run2,6,list6_12609_particle_low3,4,40,1,2,41,42,43,44,3450,11450,particle,3.2556,3,71.29,8,list6_12609_particle_low3,12609,low3,
1060,run2,6,list6_15260_sarcasm_low3,4,40,1,2,41,42,43,44,3400,11400,sarcasm,3.4592,3,49.33,7,list6_15260_sarcasm_low3,15260,low3,
1061,run2,6,list6_4759_relative_high3,2,20,1,2,21,22,23,24,3350,11350,relative,3.891717214,3,106.43,8,list6_4759_depression_high3,4759,high3,negative connotation
1062,run2,6,list6_15136_sacrifice_high3,2,20,1,2,21,22,23,24,3200,11200,sacrifice,4.2528,3,45.38,9,list6_15136_sacrifice_high3,15136,high3,
1063,run2,6,list6_2321_bunk_high1,1,10,1,2,11,12,13,14,3500,11500,bunk,3.7983,1,25.33,4,list6_2321_bunk_high1,2321,high1,
1064,run2,6,list6_6867_forgery_low3,4,40,1,2,41,42,43,44,3200,11200,forgery,3.2962,3,105.33,7,list6_6867_forgery_low3,6867,low3,
1065,run2,6,list6_16257_smear_low1,3,30,1,2,31,32,33,34,3400,11400,smear,3.3411,1,22,5,list6_16257_smear_low1,16257,low1,
1066,run2,6,list6_294_alliance_high3,2,20,1,2,21,22,23,24,3300,11300,alliance,3.9602,3,42.14,8,list6_294_alliance_high3,294,high3,
1067,run2,6,list6_4109_crate_low1,3,30,1,2,31,32,33,34,3400,11400,crate,3.6141,1,50,5,list6_4109_crate_low1,4109,low1,
1068,run2,6,list6_19380_woe_low1,3,30,1,2,31,32,33,34,3350,11350,woe,3.371,1,6,3,list6_19380_woe_low1,19380,low1,
1069,run2,6,list6_10239_lemonade_high3,2,20,1,2,21,22,23,24,3400,11400,lemonade,3.74208325,3,32.29,8,list6_10239_loneliness_high3,10239,high3,negative connotation
1070,run2,6,list6_7185_gardener_low3,4,40,1,2,41,42,43,44,3500,11500,gardener,3.6243,3,91.14,8,list6_7185_gardener_low3,7185,low3,
1071,run2,6,list6_16316_snob_low1,3,30,1,2,31,32,33,34,3200,11200,snob,3.3411,1,6,4,list6_16316_snob_low1,16316,low1,negative connotation
1072,run2,6,list6_12458_palm_high1,1,10,1,2,11,12,13,14,3500,11500,palm,4.1218,1,24.67,4,list6_12458_palm_high1,12458,high1,
1073,run2,6,list6_9003_inquiry_low3,4,40,1,2,41,42,43,44,3300,11300,inquiry,3.5447,3,37.17,7,list6_9003_inquiry_low3,9003,low3,
1074,run2,6,list6_1092_bale_low1,3,30,1,2,31,32,33,34,3400,11400,bale,3.313,1,33,4,list6_1092_bale_low1,1092,low1,
1075,run2,6,list6_404_amulet_low3,4,40,1,2,41,42,43,44,3250,11250,amulet,3.3674,3,55.2,6,list6_404_amulet_low3,404,low3,
1076,run2,6,list6_9830_leap_high1,1,10,1,2,11,12,13,14,3300,11300,leap,3.8246,1,31,4,list6_9830_leap_high1,9830,high1,verb
1077,run2,6,list6_12504_pantyhose_low3,4,40,1,2,41,42,43,44,3500,11500,pantyhose,3.2363,3,33.25,9,list6_12504_pantyhose_low3,12504,low3,
1078,run2,6,list6_17288_survival_high3,2,20,1,2,21,22,23,24,3350,11350,survival,4.0045,3,46.14,8,list6_17288_survival_high3,17288,high3,
1079,run2,6,list6_8096_hay_high1,1,10,1,2,11,12,13,14,3200,11200,hay,3.8051,1,10.5,3,list6_8096_hay_high1,8096,high1,
1080,run2,6,list6_3367_cloak_low1,3,30,1,2,31,32,33,34,3500,11500,cloak,3.4794,1,29.5,5,list6_3367_cloak_low1,3367,low1,
1081,run3,6,list6_8455_honesty_high3,2,20,1,2,21,22,23,24,3450,11450,honesty,3.8589,3,44,7,list6_8455_honesty_high3,8455,high3,
1082,run3,6,list6_13724_probation_high3,2,20,1,2,21,22,23,24,3350,11350,probation,3.769,3,122.38,9,list6_13724_probation_high3,13724,high3,negative connotation
1083,run3,6,list6_10322_lug_low1,3,30,1,2,31,32,33,34,3350,11350,lug,3.4157,1,5.5,3,list6_10322_lug_low1,10322,low1,
1084,run3,6,list6_13754_profession_high3,2,20,1,2,21,22,23,24,3450,11450,profession,3.9565,3,107.33,10,list6_13754_profession_high3,13754,high3,
1085,run3,6,list6_1743_blueberry_low3,4,40,1,2,41,42,43,44,3200,11200,blueberry,3.4124,3,33.25,9,list6_1743_blueberry_low3,1743,low3,
1086,run3,6,list6_4144_creed_low1,3,30,1,2,31,32,33,34,3300,11300,creed,3.4058,1,80.75,5,list6_4144_creed_low1,4144,low1,
1087,run3,6,list6_8810_importance_high3,2,20,1,2,21,22,23,24,3200,11200,importance,3.884,3,49.56,10,list6_8810_importance_high3,8810,high3,
1088,run3,6,list6_15082_rump_low1,3,30,1,2,31,32,33,34,3500,11500,rump,3.1552,1,16.33,4,list6_15082_rump_low1,15082,low1,
1089,run3,6,list6_5364_drift_high1,1,10,1,2,11,12,13,14,3200,11200,drift,3.8077,1,31.75,5,list6_5364_drift_high1,5364,high1,
1090,run3,6,list6_4257_crumb_low1,3,30,1,2,31,32,33,34,3300,11300,crumb,3.2603,1,25,5,list6_4257_crumb_low1,4257,low1,
1091,run3,6,list6_6660_flaw_low1,3,30,1,2,31,32,33,34,3350,11350,flaw,3.485,1,16,4,list6_6660_flaw_low1,6660,low1,
1092,run3,6,list6_16681_squid_low1,3,30,1,2,31,32,33,34,3350,11350,squid,3.4441,1,9.25,5,list6_16681_squid_low1,16681,low1,
1093,run3,6,list6_17664_tenderness_low3,4,40,1,2,41,42,43,44,3350,11350,tenderness,3.4058,3,57.89,10,list6_17664_tenderness_low3,17664,low3,
1094,run3,6,list6_18859_vinegar_low3,4,40,1,2,41,42,43,44,3250,11250,vinegar,3.2314,3,28.83,7,list6_18859_vinegar_low3,18859,low3,
1095,run3,6,list6_11643_catalogue_low3,4,40,1,2,41,42,43,44,3250,11250,catalogue,3.32926064,3,30.88,9,list6_11643_nausea_low3,11643,low3,2 syllable word
1096,run3,6,list6_7089_fuse_high1,1,10,1,2,11,12,13,14,3250,11250,fuse,3.688,1,18.67,4,list6_7089_fuse_high1,7089,high1,
1097,run3,6,list6_4060_cowardice_low3,4,40,1,2,41,42,43,44,3200,11200,cowardice,3.2556,3,59.63,9,list6_4060_cowardice_low3,4060,low3,
1098,run3,6,list6_8344_hint_high1,1,10,1,2,11,12,13,14,3450,11450,hint,3.9639,1,30.33,4,list6_8344_hint_high1,8344,high1,
1099,run3,6,list6_3795_consultant_low3,4,40,1,2,41,42,43,44,3350,11350,consultant,3.566,3,71.67,10,list6_3795_consultant_low3,3795,low3,
1100,run3,6,list6_12133_opinion_high3,2,20,1,2,21,22,23,24,3200,11200,opinion,4.6229,3,53,7,list6_12133_opinion_high3,12133,high3,
1101,run3,6,list6_8913_infection_high3,2,20,1,2,21,22,23,24,3500,11500,infection,3.9421,3,121.75,9,list6_8913_infection_high3,8913,high3,
1102,run3,6,list6_4204_crocodile_low3,4,40,1,2,41,42,43,44,3400,11400,crocodile,3.3563,3,46.75,9,list6_4204_crocodile_low3,4204,low3,
1103,run3,6,list6_3502_coin_high1,1,10,1,2,11,12,13,14,3400,11400,coin,3.9891,1,23,4,list6_3502_coin_high1,3502,high1,
1104,run3,6,list6_10520_manager_high3,2,20,1,2,21,22,23,24,3450,11450,manager,4.6013,3,107.83,7,list6_10520_manager_high3,10520,high3,
1105,run3,6,list6_677_arena_low3,4,40,1,2,41,42,43,44,3300,11300,arena,3.5613,3,21.5,5,list6_677_arena_low3,677,low3,
1106,run3,6,list6_2283_bulletin_low3,4,40,1,2,41,42,43,44,3500,11500,bulletin,3.5567,3,40.71,8,list6_2283_bulletin_low3,2283,low3,
1107,run3,6,list6_15739_shade_high1,1,10,1,2,11,12,13,14,3450,11450,shade,3.7761,1,35.25,5,list6_15739_shade_high1,15739,high1,
1108,run3,6,list6_18723_veil_low1,3,30,1,2,31,32,33,34,3250,11250,veil,3.4737,1,11.67,4,list6_18723_veil_low1,18723,low1,
1109,run3,6,list6_2704_caretaker_low3,4,40,1,2,41,42,43,44,3500,11500,caretaker,3.3922,3,60.25,9,list6_2704_caretaker_low3,2704,low3,possibly negative connotation
1110,run3,6,list6_12885_permission_high3,2,20,1,2,21,22,23,24,3350,11350,permission,4.4927,3,92.89,10,list6_12885_permission_high3,12885,high3,
1111,run3,6,list6_11953_nut_high1,1,10,1,2,11,12,13,14,3400,11400,nut,4.1938,1,6.5,3,list6_11953_nut_high1,11953,high1,
1112,run3,6,list6_16070_site_high1,1,10,1,2,11,12,13,14,3450,11450,site,4.2835,1,21,4,list6_16070_site_high1,16070,high1,
1113,run3,6,list6_19463_wound_high1,1,10,1,2,11,12,13,14,3200,11200,wound,4.4235,1,33.5,5,list6_19463_wound_high1,19463,high1,negative connotation
1114,run3,6,list6_2751_cart_high1,1,10,1,2,11,12,13,14,3350,11350,cart,3.9565,1,34,4,list6_2751_cart_high1,2751,high1,
1115,run3,6,list6_16981_streak_high1,1,10,1,2,11,12,13,14,3500,11500,streak,3.7631,1,45.4,6,list6_16981_streak_high1,16981,high1,
1116,run3,6,list6_13880_prune_low1,3,30,1,2,31,32,33,34,3300,11300,prune,3.1726,1,30.5,5,list6_13880_prune_low1,13880,low1,
1117,run3,6,list6_7084_furniture_high3,2,20,1,2,21,22,23,24,3300,11300,furniture,4.1783,3,35.13,9,list6_7084_furniture_high3,7084,high3,
1118,run3,6,list6_8897_industry_high3,2,20,1,2,21,22,23,24,3500,11500,industry,4.0678,3,50.14,8,list6_8897_industry_high3,8897,high3,
1119,run3,6,list6_10414_crow_low1,3,30,1,2,31,32,33,34,3200,11200,crow,3.649768989,1,13,4,list6_10414_mag_low1,10414,low1,not a word
1120,run3,6,list6_3214_chump_low1,3,30,1,2,31,32,33,34,3200,11200,chump,3.6141,1,23.25,5,list6_3214_chump_low1,3214,low1,negative connotation
1121,run4,6,list6_5940_espresso_low3,4,40,1,2,41,42,43,44,3500,11500,espresso,3.3171,3,12.14,8,list6_5940_espresso_low3,5940,low3,
1122,run4,6,list6_9116_invention_high3,2,20,1,2,21,22,23,24,3350,11350,invention,3.7846,3,129.63,9,list6_9116_invention_high3,9116,high3,
1123,run4,6,list6_6763_foe_low1,3,30,1,2,31,32,33,34,3250,11250,foe,3.2696,1,5.5,3,list6_6763_foe_low1,6763,low1,
1124,run4,6,list6_4597_deception_low3,4,40,1,2,41,42,43,44,3400,11400,deception,3.4987,3,114.88,9,list6_4597_deception_low3,4597,low3,
1125,run4,6,list6_8229_hemisphere_low3,4,40,1,2,41,42,43,44,3400,11400,hemisphere,3.1783,3,27.78,10,list6_8229_hemisphere_low3,8229,low3,
1126,run4,6,list6_3002_chant_low1,3,30,1,2,31,32,33,34,3350,11350,chant,3.36,1,42,5,list6_3002_chant_low1,3002,low1,
1127,run4,6,list6_6113_explorer_low3,4,40,1,2,41,42,43,44,3350,11350,explorer,3.2831,3,83.43,8,list6_6113_explorer_low3,6113,low3,
1128,run4,6,list6_6758_foam_low1,3,30,1,2,31,32,33,34,3200,11200,foam,3.5471,1,21,4,list6_6758_foam_low1,6758,low1,
1129,run4,6,list6_1650_blast_high1,1,10,1,2,11,12,13,14,3350,11350,blast,4.2088,1,43.5,5,list6_1650_blast_high1,1650,high1,
1130,run4,6,list6_10369_luxury_high3,2,20,1,2,21,22,23,24,3250,11250,luxury,3.7804,3,20,6,list6_10369_luxury_high3,10369,high3,
1131,run4,6,list6_11865_noon_high1,1,10,1,2,11,12,13,14,3200,11200,noon,4.258,1,25.67,4,list6_11865_noon_high1,11865,high1,
1132,run4,6,list6_6180_face_high1,1,10,1,2,11,12,13,14,3450,11450,face,5.4606,1,19,4,list6_6180_face_high1,6180,high1,
1133,run4,6,list6_18396_turbulence_low3,4,40,1,2,41,42,43,44,3400,11400,turbulence,3.2918,3,38.67,10,list6_18396_turbulence_low3,18396,low3,
1134,run4,6,list6_4936_dignity_high3,2,20,1,2,21,22,23,24,3500,11500,dignity,4.0338,3,56.17,7,list6_4936_dignity_high3,4936,high3,
1135,run4,6,list6_14392_recipe_high3,2,20,1,2,21,22,23,24,3350,11350,recipe,3.8818,3,38.6,6,list6_14392_recipe_high3,14392,high3,
1136,run4,6,list6_9292_jive_low1,3,30,1,2,31,32,33,34,3300,11300,jive,3.2314,1,10,4,list6_9292_jive_low1,9292,low1,
1137,run4,6,list6_12042_offender_low3,4,40,1,2,41,42,43,44,3300,11300,offender,3.4411,3,66.71,8,list6_12042_offender_low3,12042,low3,
1138,run4,6,list6_12483_pang_low1,3,30,1,2,31,32,33,34,3500,11500,pang,3.2056,1,35.67,4,list6_12483_pang_low1,12483,low1,
1139,run4,6,list6_8851_incision_low3,4,40,1,2,41,42,43,44,3350,11350,incision,3.3782,3,75.14,8,list6_8851_incision_low3,8851,low3,??? Negative connotation
1140,run4,6,list6_18134_tragedy_high3,2,20,1,2,21,22,23,24,3200,11200,tragedy,4.1516,3,47.67,7,list6_18134_tragedy_high3,18134,high3,negative connotation
1141,run4,6,list6_5776_encryption_low3,4,40,1,2,41,42,43,44,3350,11350,encryption,3.2161,3,107.22,10,list6_5776_encryption_low3,5776,low3,
1142,run4,6,list6_6550_fireplace_high3,2,20,1,2,21,22,23,24,3450,11450,fireplace,3.7068,3,36.63,9,list6_6550_fireplace_high3,6550,high3,
1143,run4,6,list6_8183_guide_high1,1,10,1,2,11,12,13,14,3400,11400,guide,4.251352519,1,20.5,5,list6_8183_heck_high1,8183,high1,inappropriate
1144,run4,6,list6_1225_baroness_low3,4,40,1,2,41,42,43,44,3300,11300,baroness,3.4222,3,104,8,list6_1225_baroness_low3,1225,low3,
1145,run4,6,list6_19505_yacht_high1,1,10,1,2,11,12,13,14,3300,11300,yacht,3.9151,1,12,5,list6_19505_yacht_high1,19505,high1,
1146,run4,6,list6_686_argument_high3,2,20,1,2,21,22,23,24,3250,11250,argument,4.2304,3,40,8,list6_686_argument_high3,686,high3,
1147,run4,6,list6_9738_latch_low1,3,30,1,2,31,32,33,34,3200,11200,latch,3.2875,1,42.25,5,list6_9738_latch_low1,9738,low1,
1148,run4,6,list6_4172_crib_high1,1,10,1,2,11,12,13,14,3350,11350,crib,3.7929,1,9.33,4,list6_4172_crib_high1,4172,high1,this is a practice word
1149,run4,6,list6_4739_departure_high3,2,20,1,2,21,22,23,24,3400,11400,departure,3.7327,3,50.63,9,list6_4739_departure_high3,4739,high3,
1150,run4,6,list6_3786_constable_low3,4,40,1,2,41,42,43,44,3300,11300,constable,3.4532,3,87.75,9,list6_3786_constable_low3,3786,low3,
1151,run4,6,list6_17535_task_high1,1,10,1,2,11,12,13,14,3400,11400,task,4.1047,1,23,4,list6_17535_task_high1,17535,high1,
1152,run4,6,list6_18379_tune_high1,1,10,1,2,11,12,13,14,3500,11500,tune,4.1933,1,24,4,list6_18379_tune_high1,18379,high1,
1153,run4,6,list6_17018_stripe_low1,3,30,1,2,31,32,33,34,3350,11350,stripe,3.1669,1,47.2,6,list6_17018_stripe_low1,17018,low1,
1154,run4,6,list6_14294_rate_high1,1,10,1,2,11,12,13,14,3400,11400,rate,4.3963,1,26.67,4,list6_14294_rate_high1,14294,high1,
1155,run4,6,list6_17869_tights_low1,3,30,1,2,31,32,33,34,3250,11250,tights,3.4254,1,48.6,6,list6_17869_tights_low1,17869,low1,
1156,run4,6,list6_8209_heist_low1,3,30,1,2,31,32,33,34,3200,11200,heist,3.4987,1,24.25,5,list6_8209_heist_low1,8209,low1,
1157,run4,6,list6_9815_leadership_high3,2,20,1,2,21,22,23,24,3450,11450,leadership,3.6898,3,32.33,10,list6_9815_leadership_high3,9815,high3,
1158,run4,6,list6_5954_estimate_high3,2,20,1,2,21,22,23,24,3200,11200,estimate,3.6792,3,44.57,8,list6_5954_estimate_high3,5954,high3,
1159,run4,6,list6_19286_wig_high1,1,10,1,2,11,12,13,14,3500,11500,wig,3.9223,1,5.5,3,list6_19286_wig_high1,19286,high1,
1160,run4,6,list6_6732_fluff_low1,3,30,1,2,31,32,33,34,3400,11400,fluff,3.1552,1,24.75,5,list6_6732_fluff_low1,6732,low1,
1161,run5,6,list6_552_anytime_high3,2,20,1,2,21,22,23,24,3200,11200,anytime,4.3884,3,45.17,7,list6_552_anytime_high3,552,high3,weird compound word
1162,run5,6,list6_14476_reflection_high3,2,20,1,2,21,22,23,24,3300,11300,reflection,3.7018,3,138.33,10,list6_14476_reflection_high3,14476,high3,
1163,run5,6,list6_561_ape_high1,1,10,1,2,11,12,13,14,3250,11250,ape,3.9856,1,1.5,3,list6_561_ape_high1,561,high1,
1164,run5,6,list6_14565_reminder_low3,4,40,1,2,41,42,43,44,3200,11200,reminder,3.5774,3,100,8,list6_14565_reminder_low3,14565,low3,
1165,run5,6,list6_12950_pharmacist_low3,4,40,1,2,41,42,43,44,3200,11200,pharmacist,3.1895,3,30.56,10,list6_12950_pharmacist_low3,12950,low3,
1166,run5,6,list6_10703_match_high1,1,10,1,2,11,12,13,14,3300,11300,match,4.6936,1,45.25,5,list6_10703_match_high1,10703,high1,
1167,run5,6,list6_789_assassin_high3,2,20,1,2,21,22,23,24,3300,11300,assassin,3.7733,3,20.57,8,list6_789_assassin_high3,789,high3,negative connotation
1168,run5,6,list6_8107_haze_low1,3,30,1,2,31,32,33,34,3300,11300,haze,3.1839,1,15.67,4,list6_8107_haze_low1,8107,low1,
1169,run5,6,list6_18707_vault_high1,1,10,1,2,11,12,13,14,3200,11200,vault,4.0807,1,14.25,5,list6_18707_vault_high1,18707,high1,
1170,run5,6,list6_6948_fraud_high1,1,10,1,2,11,12,13,14,3500,11500,fraud,4.002,1,27.75,5,list6_6948_fraud_high1,6948,high1,
1171,run5,6,list6_953_avenue_high3,2,20,1,2,21,22,23,24,3400,11400,avenue,4.2273,3,15.2,6,list6_953_avenue_high3,953,high3,
1172,run5,6,list6_14105_quid_low1,3,30,1,2,31,32,33,34,3350,11350,quid,3.5013,1,8.33,4,list6_14105_quid_low1,14105,low1,weird word
1173,run5,6,list6_15658_sentiment_low3,4,40,1,2,41,42,43,44,3450,11450,sentiment,3.504,3,70.25,9,list6_15658_sentiment_low3,15658,low3,
1174,run5,6,list6_9903_length_high1,1,10,1,2,11,12,13,14,3500,11500,length,3.8469,1,36.2,6,list6_9903_length_high1,9903,high1,
1175,run5,6,list6_16577_spine_high1,1,10,1,2,11,12,13,14,3450,11450,spine,3.7602,1,43.75,5,list6_16577_spine_high1,16577,high1,
1176,run5,6,list6_16447_soul_high1,1,10,1,2,11,12,13,14,3250,11250,soul,4.8858,1,17,4,list6_16447_soul_high1,16447,high1,
1177,run5,6,list6_9035_institute_low3,4,40,1,2,41,42,43,44,3200,11200,institute,3.5146,3,79.38,9,list6_9035_institute_low3,9035,low3,
1178,run5,6,list6_9724_lark_low1,3,30,1,2,31,32,33,34,3350,11350,lark,3.2161,1,36,4,list6_9724_lark_low1,9724,low1,
1179,run5,6,list6_14505_regiment_high3,2,20,1,2,21,22,23,24,3400,11400,regiment,3.6863,3,72.43,8,list6_14505_regiment_high3,14505,high3,
1180,run5,6,list6_8508_horizon_high3,2,20,1,2,21,22,23,24,3500,11500,horizon,3.6517,3,47.33,7,list6_8508_horizon_high3,8508,high3,
1181,run5,6,list6_17161_suggestion_high3,2,20,1,2,21,22,23,24,3500,11500,suggestion,4.0863,3,119.89,10,list6_17161_suggestion_high3,17161,high3,
1182,run5,6,list6_12538_paragraph_low3,4,40,1,2,41,42,43,44,3200,11200,paragraph,3.4532,3,44.38,9,list6_12538_paragraph_low3,12538,low3,
1183,run5,6,list6_12751_peak_high1,1,10,1,2,11,12,13,14,3500,11500,peak,3.7747,1,28.33,4,list6_12751_peak_high1,12751,high1,
1184,run5,6,list6_5205_donation_low3,4,40,1,2,41,42,43,44,3500,11500,donation,3.5471,3,103,8,list6_5205_donation_low3,5205,low3,
1185,run5,6,list6_266_alibi_high3,2,20,1,2,21,22,23,24,3200,11200,alibi,3.9223,3,17,5,list6_266_alibi_high3,266,high3,
1186,run5,6,list6_10683_unicorn_low3,4,40,1,2,41,42,43,44,3300,11300,unicorn,3.395637863,3,32.67,7,list6_10683_massacre_low3,10683,low3,negative connotation
1187,run5,6,list6_12646_paste_low1,3,30,1,2,31,32,33,34,3500,11500,paste,3.2363,1,41,5,list6_12646_paste_low1,12646,low1,
1188,run5,6,list6_18705_vat_low1,3,30,1,2,31,32,33,34,3250,11250,vat,3.1783,1,8,3,list6_18705_vat_low1,18705,low1,
1189,run5,6,list6_19113_waterfall_low3,4,40,1,2,41,42,43,44,3500,11500,waterfall,3.2741,3,51.25,9,list6_19113_waterfall_low3,19113,low3,
1190,run5,6,list6_6513_financing_low3,4,40,1,2,41,42,43,44,3300,11300,financing,3.2263,3,194.5,9,list6_6513_financing_low3,6513,low3,
1191,run5,6,list6_9180_itch_low1,3,30,1,2,31,32,33,34,3200,11200,itch,3.6222,1,4.33,4,list6_9180_itch_low1,9180,low1,
1192,run5,6,list6_7297_gent_low1,3,30,1,2,31,32,33,34,3250,11250,gent,3.2109,1,19.67,4,list6_7297_gent_low1,7297,low1,not a word
1193,run5,6,list6_14564_remedy_low3,4,40,1,2,41,42,43,44,3500,11500,remedy,3.3674,3,41.4,6,list6_14564_remedy_low3,14564,low3,
1194,run5,6,list6_15106_rust_low1,3,30,1,2,31,32,33,34,3500,11500,rust,3.399,1,27,4,list6_15106_rust_low1,15106,low1,
1195,run5,6,list6_16852_stereo_high3,2,20,1,2,21,22,23,24,3400,11400,stereo,3.7761,3,49,6,list6_16852_stereo_high3,16852,high3,
1196,run5,6,list6_16592_splash_low1,3,30,1,2,31,32,33,34,3400,11400,splash,3.6263,1,30.4,6,list6_16592_splash_low1,16592,low1,
1197,run5,6,list6_12177_orchestra_high3,2,20,1,2,21,22,23,24,3400,11400,orchestra,3.7421,3,26.13,9,list6_12177_orchestra_high3,12177,high3,
1198,run5,6,list6_8158_trout_low1,3,30,1,2,31,32,33,34,3450,11450,trout,3.605701363,1,36.25,5,list6_8158_hearse_low1,8158,low1,negative connotation
1199,run5,6,list6_5459_duke_high1,1,10,1,2,11,12,13,14,3300,11300,duke,4.3984,1,15,4,list6_5459_duke_high1,5459,high1,
1200,run5,6,list6_1901_boot_high1,1,10,1,2,11,12,13,14,3300,11300,boot,4.0469,1,34.67,4,list6_1901_boot_high1,1901,high1,
1201,run1,7,list7_3700_conception_low3,4,40,1,2,41,42,43,44,3350,11350,conception,3.3212,3,147.22,10,list7_3700_conception_low3,3700,low3,negative connotation
1202,run1,7,list7_11431_mound_low1,3,30,1,2,31,32,33,34,3400,11400,mound,3.1839,1,40,5,list7_11431_mound_low1,11431,low1,
1203,run1,7,list7_10269_loot_low1,3,30,1,2,31,32,33,34,3500,11500,loot,3.5519,1,35,4,list7_10269_loot_low1,10269,low1,
1204,run1,7,list7_18118_trade_high1,1,10,1,2,11,12,13,14,3300,11300,trade,4.5461,1,42.5,5,list7_18118_trade_high1,18118,high1,
1205,run1,7,list7_3639_communion_low3,4,40,1,2,41,42,43,44,3200,11200,communion,3.3212,3,100.25,9,list7_3639_communion_low3,3639,low3,
1206,run1,7,list7_1395_beef_high1,1,10,1,2,11,12,13,14,3450,11450,beef,4.2944,1,25.67,4,list7_1395_beef_high1,1395,high1,
1207,run1,7,list7_4896_diary_high3,2,20,1,2,21,22,23,24,3450,11450,diary,3.9536,3,34.75,5,list7_4896_diary_high3,4896,high3,
1208,run1,7,list7_19024_wallpaper_low3,4,40,1,2,41,42,43,44,3500,11500,wallpaper,3.5274,3,38.75,9,list7_19024_wallpaper_low3,19024,low3,
1209,run1,7,list7_9038_instrument_high3,2,20,1,2,21,22,23,24,3300,11300,instrument,3.9088,3,70.56,10,list7_9038_instrument_high3,9038,high3,
1210,run1,7,list7_8188_hedge_low1,3,30,1,2,31,32,33,34,3300,11300,hedge,3.1949,1,23.5,5,list7_8188_hedge_low1,8188,low1,
1211,run1,7,list7_14935_rod_high1,1,10,1,2,11,12,13,14,3500,11500,rod,4.0306,1,7,3,list7_14935_rod_high1,14935,high1,
1212,run1,7,list7_10234_lollipop_low3,4,40,1,2,41,42,43,44,3200,11200,lollipop,3.2556,3,35.71,8,list7_10234_lollipop_low3,10234,low3,
1213,run1,7,list7_17894_tin_high1,1,10,1,2,11,12,13,14,3500,11500,tin,3.9373,1,8,3,list7_17894_tin_high1,17894,high1,
1214,run1,7,list7_16429_sorcerer_low3,4,40,1,2,41,42,43,44,3300,11300,sorcerer,3.2363,3,99.71,8,list7_16429_sorcerer_low3,16429,low3,
1215,run1,7,list7_15114_rye_low1,3,30,1,2,31,32,33,34,3300,11300,rye,3.6202,1,3.5,3,list7_15114_rye_low1,15114,low1,makes me thirsty! (also: insensitive to alcoholism)
1216,run1,7,list7_4044_cove_low1,3,30,1,2,31,32,33,34,3300,11300,cove,3.5146,1,22.33,4,list7_4044_cove_low1,4044,low1,
1217,run1,7,list7_2493_cage_high1,1,10,1,2,11,12,13,14,3200,11200,cage,4.3068,1,18,4,list7_2493_cage_high1,2493,high1,
1218,run1,7,list7_3793_consulate_high3,2,20,1,2,21,22,23,24,3450,11450,consulate,3.6898,3,85.38,9,list7_3793_consulate_high3,3793,high3,
1219,run1,7,list7_15832_shin_low1,3,30,1,2,31,32,33,34,3450,11450,shin,3.4905,1,16.67,4,list7_15832_shin_low1,15832,low1,
1220,run1,7,list7_10600_mare_low1,3,30,1,2,31,32,33,34,3450,11450,mare,3.465,1,43.67,4,list7_10600_mare_low1,10600,low1,
1221,run1,7,list7_8152_heap_high1,1,10,1,2,11,12,13,14,3450,11450,heap,3.6898,1,31.67,4,list7_8152_heap_high1,8152,high1,
1222,run1,7,list7_2575_canary_low3,4,40,1,2,41,42,43,44,3350,11350,canary,3.4679,3,62.6,6,list7_2575_canary_low3,2575,low3,
1223,run1,7,list7_16514_spear_high1,1,10,1,2,11,12,13,14,3500,11500,spear,3.6592,1,33.25,5,list7_16514_spear_high1,16514,high1,
1224,run1,7,list7_12984_photograph_high3,2,20,1,2,21,22,23,24,3300,11300,photograph,4.0553,3,18.78,10,list7_12984_photograph_high3,12984,high3,
1225,run1,7,list7_5793_enema_low3,4,40,1,2,41,42,43,44,3300,11300,enema,3.1552,3,9.75,5,list7_5793_enema_low3,5793,low3,negative connotation
1226,run1,7,list7_2674_caravan_low3,4,40,1,2,41,42,43,44,3300,11300,caravan,3.1669,3,64.33,7,list7_2674_caravan_low3,2674,low3,
1227,run1,7,list7_9972_liberty_high3,2,20,1,2,21,22,23,24,3400,11400,liberty,4.2213,3,38.33,7,list7_9972_liberty_high3,9972,high3,
1228,run1,7,list7_13380_polygraph_low3,4,40,1,2,41,42,43,44,3400,11400,polygraph,3.2056,3,28.25,9,list7_13380_polygraph_low3,13380,low3,
1229,run1,7,list7_15603_selection_high3,2,20,1,2,21,22,23,24,3350,11350,selection,3.6592,3,112.25,9,list7_15603_selection_high3,15603,high3,
1230,run1,7,list7_14047_quad_low1,3,30,1,2,31,32,33,34,3200,11200,quad,3.1949,1,7,4,list7_14047_quad_low1,14047,low1,
1231,run1,7,list7_16188_sleigh_low1,3,30,1,2,31,32,33,34,3250,11250,sleigh,3.5171,1,19.8,6,list7_16188_sleigh_low1,16188,low1,
1232,run1,7,list7_8049_harmony_high3,2,20,1,2,21,22,23,24,3300,11300,harmony,3.9151,3,65.5,7,list7_8049_harmony_high3,8049,high3,
