numid|f	X|f	Word|s	Unnamed|f	FREQcount|f	Cdcount|f	FREQlow|f	Cdlow|f	SUBTLWF|f	Lg10WF|f	SUBTLCD|f	Lg10CD|f	Dom_PoS_SUBTLEX|s	Freq_dom_PoS_SUBTLEX|f	Percentage_dom_PoS|f	Zipfvalue|f	cmu_sylls|f	 BF_TP|f	 LEN_L|f	   N|f	Zipfvalue_incl|f	Zipfvalue_cat|s	cond_name|s	cond_code|f	trigger_code|f	len|f	corr_resp|f	fix_code|f	word_code|f	delay_code|f	audioresp_code|f
15034	49971	preseason	7	7	2	7	2	0.137254902	0.903089987	0.023843586	0.477121255	Noun	7	1	2.194924129	3	62.5	9	0	1	low	low3	4	40	1	2	41	42	43	44
15036	49981	presenter	20	20	13	17	11	0.392156863	1.322219295	0.154983309	1.146128036	Noun	20	1	2.614053437	3	103.38	9	1	1	low	low3	4	40	1	2	41	42	43	44
15038	49994	preserver	14	14	13	14	13	0.274509804	1.176091259	0.154983309	1.146128036	Noun	14	1	2.467925401	3	75.5	9	2	1	low	low3	4	40	1	2	41	42	43	44
15058	50082	pretenses	42	42	39	41	38	0.823529412	1.633468456	0.464949928	1.602059991	Noun	42	1	2.925302598	3	106.5	9	1	1	low	low3	4	40	1	2	41	42	43	44
15059	50083	pretension	13	13	9	13	9	0.254901961	1.146128036	0.107296137	1	Noun	13	1	2.437962178	3	100.56	10	0	1	low	low3	4	40	1	2	41	42	43	44
15065	50109	prevalence	1	1	1	1	1	0.019607843	0.301029996	0.011921793	0.301029996	Noun	1	1	1.592864138	3	56.67	10	0	1	low	low3	4	40	1	2	41	42	43	44
15067	50120	prevention	32	32	31	21	20	0.62745098	1.51851394	0.369575584	1.505149978	Noun	32	1	2.810348082	3	137.56	10	0	1	low	low3	4	40	1	2	41	42	43	44
15081	50184	primaries	19	19	14	16	12	0.37254902	1.301029996	0.166905103	1.176091259	Noun	19	1	2.592864138	3	121.25	9	0	1	low	low3	4	40	1	2	41	42	43	44
15089	50213	primroses	3	3	3	3	3	0.058823529	0.602059991	0.035765379	0.602059991	Noun	3	1	1.893894133	3	83.25	9	0	1	low	low3	4	40	1	2	41	42	43	44
15094	50223	princesses	66	66	38	61	33	1.294117647	1.826074803	0.453028135	1.591064607	Noun	66	1	3.117908945	3	75.89	10	0	1	low	low3	4	40	1	2	41	42	43	44
15133	50346	procession	65	65	43	53	42	1.274509804	1.819543936	0.512637101	1.643452676	Noun	65	1	3.111378078	3	110.44	10	1	1	low	low3	4	40	1	2	41	42	43	44
15134	50350	processor	46	46	36	45	35	0.901960784	1.672097858	0.429184549	1.568201724	Noun	46	1	2.963932	3	59.25	9	1	1	low	low3	4	40	1	2	41	42	43	44
15144	50395	prodigal	57	57	51	50	46	1.117647059	1.763427994	0.608011445	1.716003344	Noun	57	1	3.055262136	3	64	8	0	1	low	low3	4	40	1	2	41	42	43	44
15147	50400	prodigy	67	67	43	55	41	1.31372549	1.832508913	0.512637101	1.643452676	Noun	67	1	3.124343055	3	60.17	7	0	1	low	low3	4	40	1	2	41	42	43	44
15159	50473	profusion	5	5	5	5	5	0.098039216	0.77815125	0.059608965	0.77815125	Noun	5	1	2.069985393	3	83.63	9	0	1	low	low3	4	40	1	2	41	42	43	44
15165	50482	prognosis	54	54	48	49	46	1.058823529	1.740362689	0.572246066	1.69019608	Noun	54	1	3.032196832	3	34	9	0	1	low	low3	4	40	1	2	41	42	43	44
15167	50496	programmer	56	56	34	54	34	1.098039216	1.755874856	0.405340963	1.544068044	Noun	56	1	3.047708998	3	52.56	10	2	1	low	low3	4	40	1	2	41	42	43	44
15170	50521	projectile	43	43	38	42	37	0.843137255	1.643452676	0.453028135	1.591064607	Noun	43	1	2.935286819	3	104	10	1	1	low	low3	4	40	1	2	41	42	43	44
15172	50527	projector	62	62	44	52	38	1.215686275	1.799340549	0.524558894	1.653212514	Noun	62	1	3.091174692	3	45.88	9	1	1	low	low3	4	40	1	2	41	42	43	44
15182	50555	prominence	16	16	13	12	12	0.31372549	1.230448921	0.154983309	1.146128036	Noun	16	1	2.522283064	3	67.56	10	0	1	low	low3	4	40	1	2	41	42	43	44
15185	50575	promoter	51	51	41	51	41	1	1.716003344	0.488793515	1.62324929	Noun	51	1	3.007837486	3	101.57	8	3	1	low	low3	4	40	1	2	41	42	43	44
15201	50626	proofs	47	47	30	45	30	0.921568627	1.681241237	0.357653791	1.491361694	Noun	47	1	2.97307538	1	36.8	6	0	1	low	low1	3	30	1	2	31	32	33	34
15217	50673	proponent	11	11	10	10	9	0.215686275	1.079181246	0.11921793	1.041392685	Noun	11	1	2.371015388	3	80.25	9	0	1	low	low3	4	40	1	2	41	42	43	44
15222	50711	propulsion	59	59	40	45	33	1.156862745	1.77815125	0.476871722	1.612783857	Noun	58	1	3.069985393	3	96.22	10	0	1	low	low3	4	40	1	2	41	42	43	44
15223	50717	pros	156	156	125	148	120	3.058823529	2.195899652	1.49022413	2.100370545	Noun	156	1	3.487733795	1	11.67	4	4	1	low	low1	3	30	1	2	31	32	33	34
15226	50723	prose	48	48	38	44	37	0.941176471	1.69019608	0.453028135	1.591064607	Noun	48	1	2.982030222	1	43	5	4	1	low	low1	3	30	1	2	31	32	33	34
15236	50794	protege	23	23	12	22	12	0.450980392	1.380211242	0.143061516	1.113943352	Noun	23	1	2.672045384	3	75	7	0	1	low	low3	4	40	1	2	41	42	43	44
15241	50808	protester	10	10	8	9	8	0.196078431	1.041392685	0.095374344	0.954242509	Noun	9	1	2.333226827	3	103.38	9	1	1	low	low3	4	40	1	2	41	42	43	44
15261	50871	provinces	37	37	28	33	26	0.725490196	1.579783597	0.333810205	1.462397998	Noun	37	1	2.871617739	3	92.63	9	0	1	low	low3	4	40	1	2	41	42	43	44
15262	50875	provision	40	40	37	39	36	0.784313725	1.612783857	0.441106342	1.579783597	Noun	40	1	2.904617999	3	88.63	9	0	1	low	low3	4	40	1	2	41	42	43	44
15277	50915	prude	70	70	58	59	51	1.37254902	1.851258349	0.691463996	1.770852012	Noun	70	1	3.143092491	1	23.5	5	3	1	low	low1	3	30	1	2	31	32	33	34
15314	51088	pubs	18	18	16	16	14	0.352941176	1.278753601	0.190748689	1.230448921	Noun	17	1	2.570587743	1	17	4	8	1	low	low1	3	30	1	2	31	32	33	34
15370	51270	punks	211	211	158	193	146	4.137254902	2.326335861	1.8836433	2.201397124	Noun	211	1	3.618170003	1	39.75	5	3	1	low	low1	3	30	1	2	31	32	33	34
15378	51285	punts	1	1	1	1	1	0.019607843	0.301029996	0.011921793	0.301029996	Noun	1	1	1.592864138	1	49.75	5	7	1	low	low1	3	30	1	2	31	32	33	34
15384	51300	puppetry	2	2	1	1	1	0.039215686	0.477121255	0.011921793	0.301029996	Noun	2	1	1.768955397	3	33.29	8	0	1	low	low3	4	40	1	2	41	42	43	44
15389	51310	purchaser	5	5	5	5	5	0.098039216	0.77815125	0.059608965	0.77815125	Noun	5	1	2.069985393	3	48.25	9	2	1	low	low3	4	40	1	2	41	42	43	44
15410	51384	pursuer	9	9	9	9	9	0.176470588	1	0.107296137	1	Noun	9	1	2.291834142	3	89	7	2	1	low	low3	4	40	1	2	41	42	43	44
15475	51600	quandary	21	21	17	20	16	0.411764706	1.342422681	0.202670482	1.255272505	Noun	21	1	2.634256823	3	44.29	8	0	1	low	low3	4	40	1	2	41	42	43	44
15489	51654	quartz	27	27	24	22	20	0.529411765	1.447158031	0.286123033	1.397940009	Noun	27	1	2.738992173	1	27.4	6	2	1	low	low1	3	30	1	2	31	32	33	34
15496	51668	quay	4	4	4	4	4	0.078431373	0.698970004	0.047687172	0.698970004	Noun	4	1	1.990804146	1	6.33	4	0	1	low	low1	3	30	1	2	31	32	33	34
15498	51671	queasiness	1	1	1	1	1	0.019607843	0.301029996	0.011921793	0.301029996	Noun	1	1	1.592864138	3	45.78	10	0	1	low	low3	4	40	1	2	41	42	43	44
15506	51716	questioner	1	1	1	1	1	0.019607843	0.301029996	0.011921793	0.301029996	Noun	1	1	1.592864138	3	37.67	10	1	1	low	low3	4	40	1	2	41	42	43	44
15509	51728	queues	5	5	3	5	3	0.098039216	0.77815125	0.035765379	0.602059991	Noun	5	1	2.069985393	1	77	6	1	1	low	low1	3	30	1	2	31	32	33	34
15520	51765	quietness	6	6	6	6	6	0.117647059	0.84509804	0.071530758	0.84509804	Noun	6	1	2.136932182	3	60.75	9	0	1	low	low3	4	40	1	2	41	42	43	44
15526	51774	quilt	39	39	34	39	34	0.764705882	1.602059991	0.405340963	1.544068044	Noun	39	1	2.893894133	1	25	5	5	1	low	low1	3	30	1	2	31	32	33	34
15540	51817	quirk	20	20	18	19	17	0.392156863	1.322219295	0.214592275	1.278753601	Noun	20	1	2.614053437	1	18.5	5	1	1	low	low1	3	30	1	2	31	32	33	34
15555	51864	quotation	18	18	17	17	16	0.352941176	1.278753601	0.202670482	1.255272505	Noun	18	1	2.570587743	3	107.25	9	0	1	low	low3	4	40	1	2	41	42	43	44
15570	51925	racketeers	6	6	6	6	6	0.117647059	0.84509804	0.071530758	0.84509804	Noun	6	1	2.136932182	3	34.11	10	0	1	low	low3	4	40	1	2	41	42	43	44
15572	51928	racks	44	44	35	43	35	0.862745098	1.653212514	0.417262756	1.556302501	Noun	44	1	2.945046656	1	48.25	5	12	1	low	low1	3	30	1	2	31	32	33	34
15578	51944	radials	9	9	9	7	7	0.176470588	1	0.107296137	1	Noun	9	1	2.291834142	3	39.5	7	0	1	low	low3	4	40	1	2	41	42	43	44
15585	51963	radicals	30	30	20	27	17	0.588235294	1.491361694	0.238435861	1.322219295	Noun	30	1	2.783195836	3	38.71	8	0	1	low	low3	4	40	1	2	41	42	43	44
15592	51993	radishes	24	24	17	22	16	0.470588235	1.397940009	0.202670482	1.255272505	Noun	24	1	2.689774151	3	109	8	0	1	low	low3	4	40	1	2	41	42	43	44
15606	52036	rags	161	161	126	151	119	3.156862745	2.209515015	1.502145923	2.103803721	Noun	161	1	3.501349157	1	27.33	4	16	1	low	low1	3	30	1	2	31	32	33	34
15628	52080	rainforest	24	24	22	21	19	0.470588235	1.397940009	0.262279447	1.361727836	Noun	24	1	2.689774151	3	23.78	10	0	1	low	low3	4	40	1	2	41	42	43	44
15631	52089	rainwater	11	11	11	10	10	0.215686275	1.079181246	0.131139723	1.079181246	Noun	11	1	2.371015388	3	78.63	9	0	1	low	low3	4	40	1	2	41	42	43	44
15647	52147	rampages	2	2	2	2	2	0.039215686	0.477121255	0.023843586	0.477121255	Noun	2	1	1.768955397	3	96.43	8	0	1	low	low3	4	40	1	2	41	42	43	44
15649	52155	ramps	21	21	13	17	13	0.411764706	1.342422681	0.154983309	1.146128036	Noun	21	1	2.634256823	1	35	5	2	1	low	low1	3	30	1	2	31	32	33	34
15658	52193	randomness	9	9	9	9	9	0.176470588	1	0.107296137	1	Noun	9	1	2.291834142	3	42.33	10	0	1	low	low3	4	40	1	2	41	42	43	44
15684	52288	rarity	20	20	19	20	19	0.392156863	1.322219295	0.226514068	1.301029996	Noun	20	1	2.614053437	3	76.2	6	1	1	low	low3	4	40	1	2	41	42	43	44
15700	52345	rationale	19	19	19	19	19	0.37254902	1.301029996	0.226514068	1.301029996	Noun	19	1	2.592864138	3	46.63	9	0	1	low	low3	4	40	1	2	41	42	43	44
15723	52435	rays	221	221	149	186	136	4.333333333	2.346352974	1.776347163	2.176091259	Noun	219	1	3.638187117	1	17.33	4	11	1	low	low1	3	30	1	2	31	32	33	34
15724	52440	razorback	5	5	3	5	3	0.098039216	0.77815125	0.035765379	0.602059991	Noun	5	1	2.069985393	3	18.63	9	0	1	low	low3	4	40	1	2	41	42	43	44
15734	52494	readership	11	11	10	9	8	0.215686275	1.079181246	0.11921793	1.041392685	Noun	11	1	2.371015388	3	51.33	10	1	1	low	low3	4	40	1	2	41	42	43	44
15736	52500	readiness	60	60	49	59	49	1.176470588	1.785329835	0.584167859	1.698970004	Noun	60	1	3.077163977	3	105.75	9	0	1	low	low3	4	40	1	2	41	42	43	44
15739	52526	reagents	2	2	2	2	2	0.039215686	0.477121255	0.023843586	0.477121255	Noun	2	1	1.768955397	3	101.14	8	0	1	low	low3	4	40	1	2	41	42	43	44
15741	52531	realestate	1	1	1	0	0	0.019607843	0.301029996	0.011921793	0.301029996	Noun	1	1	1.592864138	3	62.22	10	0	1	low	low3	4	40	1	2	41	42	43	44
15742	52542	realism	36	36	31	32	28	0.705882353	1.568201724	0.369575584	1.505149978	Noun	36	1	2.860035866	3	101.33	7	1	1	low	low3	4	40	1	2	41	42	43	44
15771	52710	rebuttal	39	39	30	39	30	0.764705882	1.602059991	0.357653791	1.491361694	Noun	39	1	2.893894133	3	60.43	8	0	1	low	low3	4	40	1	2	41	42	43	44
15782	52772	receptor	52	52	10	52	10	1.019607843	1.72427587	0.11921793	1.041392685	Noun	52	1	3.016110012	3	61.57	8	0	1	low	low3	4	40	1	2	41	42	43	44
15784	52778	recesses	17	17	16	17	16	0.333333333	1.255272505	0.190748689	1.230448921	Noun	17	1	2.547106647	3	134.71	8	1	1	low	low3	4	40	1	2	41	42	43	44
15795	52827	reclaimer	1	1	1	1	1	0.019607843	0.301029996	0.011921793	0.301029996	Noun	1	1	1.592864138	3	68.88	9	1	1	low	low3	4	40	1	2	41	42	43	44
15796	52835	recliner	9	9	6	7	5	0.176470588	1	0.071530758	0.84509804	Noun	9	1	2.291834142	3	116	8	1	1	low	low3	4	40	1	2	41	42	43	44
15810	52989	recruiter	35	35	26	34	26	0.68627451	1.556302501	0.309966619	1.431363764	Noun	35	1	2.848136643	3	93.88	9	1	1	low	low3	4	40	1	2	41	42	43	44
15813	52998	rectangle	11	11	9	10	8	0.215686275	1.079181246	0.107296137	1	Noun	11	1	2.371015388	3	73	9	0	1	low	low3	4	40	1	2	41	42	43	44
15821	53021	recurrence	15	15	13	15	13	0.294117647	1.204119983	0.154983309	1.146128036	Noun	15	1	2.495954125	3	61.44	10	0	1	low	low3	4	40	1	2	41	42	43	44
15833	53144	reds	119	119	69	45	36	2.333333333	2.079181246	0.82260372	1.84509804	Noun	119	1	3.371015388	1	12.67	4	3	1	low	low1	3	30	1	2	31	32	33	34
15841	53168	reeds	16	16	16	16	16	0.31372549	1.230448921	0.190748689	1.230448921	Noun	16	1	2.522283064	1	40.75	5	10	1	low	low1	3	30	1	2	31	32	33	34
15856	53246	referral	28	28	26	28	26	0.549019608	1.462397998	0.309966619	1.431363764	Noun	28	1	2.75423214	3	86.14	8	0	1	low	low3	4	40	1	2	41	42	43	44
15859	53267	refinement	27	27	21	26	21	0.529411765	1.447158031	0.250357654	1.342422681	Noun	27	1	2.738992173	3	64.22	10	0	1	low	low3	4	40	1	2	41	42	43	44
15860	53269	refiner	2	2	1	2	1	0.039215686	0.477121255	0.011921793	0.301029996	Noun	2	1	1.768955397	3	117.67	7	1	1	low	low3	4	40	1	2	41	42	43	44
15866	53291	reflector	14	14	10	13	9	0.274509804	1.176091259	0.11921793	1.041392685	Noun	14	1	2.467925401	3	60.25	9	0	1	low	low3	4	40	1	2	41	42	43	44
15869	53296	reflexes	122	122	103	116	99	2.392156863	2.089905111	1.227944683	2.017033339	Noun	122	1	3.381739254	3	108.86	8	0	1	low	low3	4	40	1	2	41	42	43	44
15872	53303	refocus	13	13	13	12	12	0.254901961	1.146128036	0.154983309	1.146128036	Noun	13	1	2.437962178	3	48.17	7	0	1	low	low3	4	40	1	2	41	42	43	44
15873	53315	reformer	11	11	9	11	9	0.215686275	1.079181246	0.107296137	1	Noun	11	1	2.371015388	3	85.14	8	1	1	low	low3	4	40	1	2	41	42	43	44
15877	53328	refractor	4	4	2	2	2	0.078431373	0.698970004	0.023843586	0.477121255	Noun	4	1	1.990804146	3	61.25	9	0	1	low	low3	4	40	1	2	41	42	43	44
15879	53343	refresher	15	15	15	15	15	0.294117647	1.204119983	0.178826896	1.204119983	Noun	15	1	2.495954125	3	79	9	1	1	low	low3	4	40	1	2	41	42	43	44
15897	53425	regimen	40	40	36	38	35	0.784313725	1.612783857	0.429184549	1.568201724	Noun	40	1	2.904617999	3	62	7	1	1	low	low3	4	40	1	2	41	42	43	44
15903	53445	registrar	27	27	17	23	16	0.529411765	1.447158031	0.202670482	1.255272505	Noun	26	1	2.738992173	3	55.13	9	0	1	low	low3	4	40	1	2	41	42	43	44
15904	53448	registries	1	1	1	1	1	0.019607843	0.301029996	0.011921793	0.301029996	Noun	1	1	1.592864138	3	97.89	10	0	1	low	low3	4	40	1	2	41	42	43	44
15905	53449	registry	65	65	55	53	47	1.274509804	1.819543936	0.655698617	1.748188027	Noun	65	1	3.111378078	3	72.29	8	0	1	low	low3	4	40	1	2	41	42	43	44
15906	53459	regression	33	33	23	29	20	0.647058824	1.531478917	0.27420124	1.380211242	Noun	33	1	2.823313059	3	111.11	10	1	1	low	low3	4	40	1	2	41	42	43	44
15918	53573	reins	74	74	63	74	63	1.450980392	1.875061263	0.751072961	1.806179974	Noun	74	1	3.166895406	1	47.5	5	3	1	low	low1	3	30	1	2	31	32	33	34
15919	53612	reinvite	2	2	2	2	2	0.039215686	0.477121255	0.023843586	0.477121255	Noun	2	1	1.768955397	3	78.43	8	0	1	low	low3	4	40	1	2	41	42	43	44
15926	53671	relatives	513	513	423	494	411	10.05882353	2.710963119	5.042918455	2.627365857	Noun	510	1	4.002797261	3	99.38	9	0	1	high	high3	2	20	1	2	21	22	23	24
15935	53702	relenting	1	1	1	1	1	0.019607843	0.301029996	0.011921793	0.301029996	Noun	1	1	1.592864138	3	271.88	9	1	1	low	low3	4	40	1	2	41	42	43	44
15938	53715	reliance	14	14	13	12	12	0.274509804	1.176091259	0.154983309	1.146128036	Noun	14	1	2.467925401	3	78.43	8	0	1	low	low3	4	40	1	2	41	42	43	44
15953	53764	reluctance	46	46	43	45	42	0.901960784	1.672097858	0.512637101	1.643452676	Noun	46	1	2.963932	3	60.67	10	0	1	low	low3	4	40	1	2	41	42	43	44
15959	53807	remedies	28	28	26	25	25	0.549019608	1.462397998	0.309966619	1.431363764	Noun	28	1	2.75423214	3	143.29	8	1	1	low	low3	4	40	1	2	41	42	43	44
15963	53834	remittance	5	5	4	5	4	0.098039216	0.77815125	0.047687172	0.698970004	Noun	5	1	2.069985393	3	64.33	10	0	1	low	low3	4	40	1	2	41	42	43	44
15971	53865	remoteness	4	4	4	3	3	0.078431373	0.698970004	0.047687172	0.698970004	Noun	4	1	1.990804146	3	70.56	10	0	1	low	low3	4	40	1	2	41	42	43	44
15976	53877	remover	33	33	28	32	27	0.647058824	1.531478917	0.333810205	1.462397998	Noun	33	1	2.823313059	3	103	7	4	1	low	low3	4	40	1	2	41	42	43	44
15980	53897	renderings	3	3	3	3	3	0.058823529	0.602059991	0.035765379	0.602059991	Noun	3	1	1.893894133	3	62.11	10	0	1	low	low3	4	40	1	2	41	42	43	44
15981	53903	rendition	22	22	22	22	22	0.431372549	1.361727836	0.262279447	1.361727836	Noun	22	1	2.653561978	3	134.63	9	0	1	low	low3	4	40	1	2	41	42	43	44
15983	53906	renegade	68	68	57	64	54	1.333333333	1.838849091	0.679542203	1.763427994	Noun	68	1	3.130683233	3	59.14	8	0	1	low	low3	4	40	1	2	41	42	43	44
15986	53919	renewal	49	49	37	47	35	0.960784314	1.698970004	0.441106342	1.579783597	Noun	49	1	2.990804146	3	71.33	7	0	1	low	low3	4	40	1	2	41	42	43	44
15997	53965	reorder	4	4	4	4	4	0.078431373	0.698970004	0.047687172	0.698970004	Noun	4	1	1.990804146	3	107.17	7	0	1	low	low3	4	40	1	2	41	42	43	44
15998	53981	rep	263	263	173	239	165	5.156862745	2.421603927	2.062470196	2.240549248	Noun	256	1	3.713438069	1	4	3	8	1	high	high1	1	10	1	2	11	12	13	14
16000	53997	repairman	54	54	42	48	38	1.058823529	1.740362689	0.500715308	1.633468456	Noun	54	1	3.032196832	3	52.13	9	1	1	low	low3	4	40	1	2	41	42	43	44
16005	54016	repayment	12	12	11	11	10	0.235294118	1.113943352	0.131139723	1.079181246	Noun	12	1	2.405777494	3	75.13	9	0	1	low	low3	4	40	1	2	41	42	43	44
16007	54025	repeater	14	14	13	11	11	0.274509804	1.176091259	0.154983309	1.146128036	Noun	14	1	2.467925401	3	120.57	8	1	1	low	low3	4	40	1	2	41	42	43	44
16017	54079	replica	56	56	51	56	51	1.098039216	1.755874856	0.608011445	1.716003344	Noun	56	1	3.047708998	3	73.5	7	0	1	low	low3	4	40	1	2	41	42	43	44
16035	54201	reptilians	17	17	3	6	2	0.333333333	1.255272505	0.035765379	0.602059991	Noun	17	1	2.547106647	3	55.78	10	0	1	low	low3	4	40	1	2	41	42	43	44
16042	54225	repurchase	1	1	1	1	1	0.019607843	0.301029996	0.011921793	0.301029996	Noun	1	1	1.592864138	3	36.89	10	0	1	low	low3	4	40	1	2	41	42	43	44
16045	54238	requester	1	1	1	1	1	0.019607843	0.301029996	0.011921793	0.301029996	Noun	1	1	1.592864138	3	93.13	9	1	1	low	low3	4	40	1	2	41	42	43	44
16054	54293	researcher	38	38	33	36	33	0.745098039	1.591064607	0.39341917	1.531478917	Noun	38	1	2.882898749	3	51.22	10	2	1	low	low3	4	40	1	2	41	42	43	44
16063	54354	reshuffle	4	4	3	4	3	0.078431373	0.698970004	0.035765379	0.602059991	Noun	4	1	1.990804146	3	54.25	9	0	1	low	low3	4	40	1	2	41	42	43	44
16077	54394	resistors	5	5	5	5	5	0.098039216	0.77815125	0.059608965	0.77815125	Noun	5	1	2.069985393	3	97.13	9	0	1	low	low3	4	40	1	2	41	42	43	44
16080	54410	resonance	33	33	27	31	25	0.647058824	1.531478917	0.321888412	1.447158031	Noun	33	1	2.823313059	3	75.75	9	0	1	low	low3	4	40	1	2	41	42	43	44
16081	54429	resources	470	470	375	424	347	9.215686275	2.673020907	4.470672389	2.575187845	Noun	470	1	3.964855049	3	100.25	9	0	1	high	high3	2	20	1	2	21	22	23	24
16085	54456	respondent	7	7	6	6	5	0.137254902	0.903089987	0.071530758	0.84509804	Noun	7	1	2.194924129	3	66.22	10	1	1	low	low3	4	40	1	2	41	42	43	44
16086	54457	responder	1	1	1	1	1	0.019607843	0.301029996	0.011921793	0.301029996	Noun	1	1	1.592864138	3	81.38	9	1	1	low	low3	4	40	1	2	41	42	43	44
16088	54462	responses	80	80	64	80	64	1.568627451	1.908485019	0.762994754	1.812913357	Noun	79	1	3.200319161	3	108.75	9	0	1	low	low3	4	40	1	2	41	42	43	44
16091	54510	restorer	11	11	8	10	7	0.215686275	1.079181246	0.095374344	0.954242509	Noun	11	1	2.371015388	3	122.57	8	2	1	low	low3	4	40	1	2	41	42	43	44
16104	54575	retailer	2	2	2	2	2	0.039215686	0.477121255	0.023843586	0.477121255	Noun	2	1	1.768955397	3	98.57	8	1	1	low	low3	4	40	1	2	41	42	43	44
16110	54613	retention	14	14	13	13	12	0.274509804	1.176091259	0.154983309	1.146128036	Noun	14	1	2.467925401	3	142.75	9	1	1	low	low3	4	40	1	2	41	42	43	44
16120	54638	retina	37	37	29	33	27	0.725490196	1.579783597	0.345731998	1.477121255	Noun	37	1	2.871617739	3	94.8	6	0	1	low	low3	4	40	1	2	41	42	43	44
16127	54674	retraction	51	51	42	50	41	1	1.716003344	0.500715308	1.633468456	Noun	51	1	3.007837486	3	139.56	10	0	1	low	low3	4	40	1	2	41	42	43	44
16130	54682	retraining	4	4	3	4	3	0.078431373	0.698970004	0.035765379	0.602059991	Noun	4	1	1.990804146	3	162.89	10	1	1	low	low3	4	40	1	2	41	42	43	44
16132	54693	retrial	21	21	15	18	13	0.411764706	1.342422681	0.178826896	1.204119983	Noun	21	1	2.634256823	3	84.17	7	0	1	low	low3	4	40	1	2	41	42	43	44
16133	54699	retrieval	57	57	46	53	44	1.117647059	1.763427994	0.54840248	1.672097858	Noun	57	1	3.055262136	3	65.88	9	0	1	low	low3	4	40	1	2	41	42	43	44
16134	54703	retriever	38	38	28	30	24	0.745098039	1.591064607	0.333810205	1.462397998	Noun	38	1	2.882898749	3	72.38	9	1	1	low	low3	4	40	1	2	41	42	43	44
16136	54723	retrospect	36	36	36	36	36	0.705882353	1.568201724	0.429184549	1.568201724	Noun	36	1	2.860035866	3	38.89	10	0	1	low	low3	4	40	1	2	41	42	43	44
16145	54761	rev	207	207	64	19	19	4.058823529	2.318063335	0.762994754	1.812913357	Noun	151	1	3.609897477	3	3	3	4	1	low	low3	4	40	1	2	41	42	43	44
16163	54817	reversal	57	57	46	56	45	1.117647059	1.763427994	0.54840248	1.672097858	Noun	57	1	3.055262136	3	88.43	8	0	1	low	low3	4	40	1	2	41	42	43	44
16165	54825	reversion	4	4	4	4	4	0.078431373	0.698970004	0.047687172	0.698970004	Noun	4	1	1.990804146	3	118.25	9	0	1	low	low3	4	40	1	2	41	42	43	44
16167	54833	reviewer	26	26	19	26	19	0.509803922	1.431363764	0.226514068	1.301029996	Noun	26	1	2.723197906	3	76.14	8	1	1	low	low3	4	40	1	2	41	42	43	44
16169	54844	revision	29	29	23	24	20	0.568627451	1.477121255	0.27420124	1.380211242	Noun	29	1	2.768955397	3	93	8	0	1	low	low3	4	40	1	2	41	42	43	44
16171	54856	revival	60	60	47	50	40	1.176470588	1.785329835	0.560324273	1.681241237	Noun	60	1	3.077163977	3	62	7	0	1	low	low3	4	40	1	2	41	42	43	44
16188	54955	rhetoric	21	21	19	21	19	0.411764706	1.342422681	0.226514068	1.301029996	Noun	21	1	2.634256823	3	34.57	8	0	1	low	low3	4	40	1	2	41	42	43	44
16234	55102	rift	55	55	40	50	38	1.078431373	1.748188027	0.476871722	1.612783857	Noun	55	1	3.040022169	1	13	4	6	1	low	low1	3	30	1	2	31	32	33	34
16253	55171	rind	14	14	8	14	8	0.274509804	1.176091259	0.095374344	0.954242509	Noun	14	1	2.467925401	1	30.67	4	9	1	low	low1	3	30	1	2	31	32	33	34
16285	55283	rivalry	54	54	49	54	49	1.058823529	1.740362689	0.584167859	1.698970004	Noun	54	1	3.032196832	3	31.17	7	0	1	low	low3	4	40	1	2	41	42	43	44
16287	55291	riverbed	22	22	15	22	15	0.431372549	1.361727836	0.178826896	1.204119983	Noun	20	1	2.653561978	3	160.86	8	0	1	low	low3	4	40	1	2	41	42	43	44
16289	55294	riverboats	1	1	1	1	1	0.019607843	0.301029996	0.011921793	0.301029996	Noun	1	1	1.592864138	3	44	10	0	1	low	low3	4	40	1	2	41	42	43	44
16313	55369	robe	433	433	278	407	272	8.490196078	2.63748973	3.314258464	2.445604203	Noun	433	1	3.929323872	1	15	4	8	1	high	high1	1	10	1	2	11	12	13	14
16335	55476	rollover	7	7	6	4	4	0.137254902	0.903089987	0.071530758	0.84509804	Noun	7	1	2.194924129	3	65.71	8	0	1	low	low3	4	40	1	2	41	42	43	44
16339	55504	romantics	12	12	10	10	9	0.235294118	1.113943352	0.11921793	1.041392685	Noun	12	1	2.405777494	3	74.38	9	0	1	low	low3	4	40	1	2	41	42	43	44
16350	55532	roofs	62	62	54	62	54	1.215686275	1.799340549	0.643776824	1.740362689	Noun	62	1	3.091174692	1	27.25	5	4	1	low	low1	3	30	1	2	31	32	33	34
16381	55638	rote	6	6	5	6	5	0.117647059	0.84509804	0.059608965	0.77815125	Noun	6	1	2.136932182	1	23.33	4	15	1	low	low1	3	30	1	2	31	32	33	34
16407	55729	routes	107	107	87	100	84	2.098039216	2.033423755	1.037195994	1.944482672	Noun	107	1	3.325257898	1	131.4	6	2	1	low	low1	3	30	1	2	31	32	33	34
16415	55761	royalist	1	1	1	1	1	0.019607843	0.301029996	0.011921793	0.301029996	Noun	1	1	1.592864138	3	72.57	8	1	1	low	low3	4	40	1	2	41	42	43	44
